Date,^NSEBANK,HDFCBANK.NS,ICICIBANK.NS,SBIN.NS,KOTAKBANK.NS,AXISBANK.NS,INDUSINDBK.NS,BANDHANBNK.NS,IDFCFIRSTB.NS,RBLBANK.NS,FEDERALBNK.NS,CUB.NS,KARURVYSYA.NS
2020-09-11,22479.6875,1035.48095703125,358.14703369140625,190.79022216796875,1326.3426513671875,445.25994873046875,589.4174194335938,306.3595886230469,31.049999237060547,180.2172393798828,49.81378173828125,131.2150421142578,34.181182861328125
2020-09-14,22100.9921875,1015.6093139648438,351.57373046875,186.83700561523438,1300.7698974609375,438.6387939453125,588.4517822265625,296.14105224609375,31.049999237060547,178.63856506347656,51.304344177246094,140.82208251953125,34.41402816772461
2020-09-15,22465.388671875,1027.6571044921875,359.1620178222656,188.3900604248047,1319.9620361328125,447.5997314453125,611.677001953125,298.4009094238281,32.150001525878906,181.4999237060547,52.169837951660156,142.88075256347656,34.274322509765625
2020-09-16,22573.2890625,1049.880615234375,362.2070007324219,186.55462646484375,1321.40771484375,444.065185546875,600.3300170898438,299.7764892578125,32.099998474121094,183.22662353515625,51.49667739868164,140.82208251953125,34.274322509765625
2020-09-17,22320.08984375,1040.232666015625,356.697021484375,183.96620178222656,1301.1688232421875,440.97857666015625,596.1773681640625,299.9729919433594,31.950000762939453,181.20391845703125,50.631187438964844,139.64572143554688,33.342952728271484
2020-09-18,22030.794921875,1014.9854125976562,357.22869873046875,181.28366088867188,1273.2530517578125,441.4266662597656,592.1697387695312,293.53729248046875,31.100000381469727,178.24388122558594,49.90994644165039,141.06715393066406,33.342952728271484
2020-09-21,21366.552734375,1007.3055419921875,339.0071716308594,174.8832244873047,1283.9708251953125,421.513427734375,541.3736572265625,272.36334228515625,29.450000762939453,166.94639587402344,47.89046859741211,136.41067504882812,31.06110191345215
2020-09-22,21138.853515625,993.9618530273438,342.58380126953125,175.25970458984375,1266.722900390625,410.2126770019531,525.343017578125,262.783447265625,28.700000762939453,163.98634338378906,46.976898193359375,132.4894256591797,30.781692504882812
2020-09-23,21178.25390625,1005.337646484375,340.11883544921875,173.00071716308594,1271.5582275390625,417.9290466308594,509.94000244140625,263.2746887207031,28.450000762939453,164.1343536376953,46.59223556518555,132.39141845703125,30.45571517944336
2020-09-24,20456.611328125,989.1619262695312,324.50732421875,165.9884490966797,1242.3463134765625,400.7040710449219,473.4364318847656,250.35415649414062,27.0,155.6982421875,43.99576187133789,131.06796264648438,29.384641647338867
2020-09-25,20982.10546875,1002.217529296875,337.0255432128906,171.49472045898438,1249.2755126953125,413.2494201660156,497.1927185058594,260.3761901855469,29.350000381469727,162.75299072265625,45.870994567871094,131.16600036621094,29.943462371826172
2020-09-28,21665.248046875,1012.00927734375,350.8970642089844,176.24801635742188,1274.8482666015625,437.3444519042969,536.0623168945312,275.5566101074219,30.399999618530273,171.33709716796875,48.563629150390625,132.9795684814453,31.014535903930664
2020-09-29,21411.052734375,1020.0252075195312,345.14544677734375,174.17727661132812,1259.44482421875,424.9982604980469,517.8587646484375,268.7769775390625,30.049999237060547,167.73573303222656,47.3134765625,133.4697265625,30.688554763793945
2020-09-30,21451.55078125,1035.4329833984375,342.9221496582031,174.5067138671875,1264.3800048828125,422.8077697753906,509.3123474121094,268.236572265625,29.950000762939453,167.63705444335938,46.736480712890625,136.99887084960938,30.36257553100586
2020-10-01,22245.7421875,1062.648193359375,356.890380859375,179.1188201904297,1301.1190185546875,441.775146484375,571.8900146484375,280.76409912109375,30.350000381469727,175.48118591308594,48.563629150390625,138.66542053222656,30.548851013183594
2020-10-05,22370.689453125,1069.7520751953125,360.66033935546875,177.65988159179688,1310.64013671875,442.2231750488281,580.9193115234375,287.24896240234375,30.200000762939453,172.96514892578125,48.85212326049805,141.1652069091797,30.316007614135742
2020-10-06,22853.43359375,1098.3115234375,367.9103088378906,180.34242248535156,1334.2188720703125,447.6993103027344,601.4404907226562,300.6607971191406,31.149999618530273,178.3918914794922,49.76569747924805,141.6553497314453,30.45571517944336
2020-10-07,22964.533203125,1115.735107421875,369.8919372558594,179.49530029296875,1320.709716796875,451.1343688964844,597.8673706054688,309.06158447265625,31.600000381469727,174.7411651611328,49.477203369140625,141.50833129882812,30.17630386352539
2020-10-08,23191.080078125,1144.1026611328125,374.5802001953125,180.248291015625,1316.1236572265625,449.9395446777344,596.5154418945312,313.2374267578125,31.5,171.5344696044922,50.198448181152344,144.69435119628906,30.03660011291504
2020-10-09,23846.5234375,1184.181640625,388.1134338378906,186.6487579345703,1315.874267578125,466.01953125,601.6819458007812,319.7714538574219,31.950000762939453,177.65187072753906,50.91968536376953,147.9293670654297,30.222871780395508
2020-10-12,23712.525390625,1165.0780029296875,390.5783996582031,187.02525329589844,1308.9453125,465.9697265625,593.3768310546875,322.1295471191406,31.149999618530273,172.6197967529297,50.486942291259766,146.90005493164062,29.850326538085938
2020-10-13,23491.92578125,1150.4862060546875,383.0384521484375,184.20152282714844,1340.898681640625,459.34857177734375,587.34130859375,315.00604248046875,31.399999618530273,167.48907470703125,50.43885803222656,141.2142333984375,27.708179473876953
2020-10-14,23874.373046875,1163.0140380859375,393.2367248535156,188.29592895507812,1349.2733154296875,469.2554016113281,601.295654296875,315.1534118652344,31.25,170.59710693359375,50.871604919433594,139.00852966308594,27.894453048706055
2020-10-15,23072.1328125,1122.4549560546875,377.9635314941406,181.51898193359375,1305.60546875,460.5931701660156,577.4910278320312,298.4500732421875,30.049999237060547,164.77569580078125,49.76569747924805,138.3223114013672,27.801315307617188
2020-10-16,23532.9765625,1151.350341796875,382.8935241699219,184.43682861328125,1332.524169921875,470.35064697265625,587.4378051757812,307.53863525390625,30.700000762939453,169.70909118652344,50.198448181152344,140.82208251953125,28.313570022583008
2020-10-19,24266.46875,1155.38232421875,403.1933288574219,192.01385498046875,1372.552978515625,490.8114929199219,605.593017578125,318.0519714355469,31.75,176.46786499023438,54.045066833496094,146.80201721191406,29.012094497680664
2020-10-20,24311.517578125,1174.9658203125,400.77667236328125,191.1196746826172,1364.677001953125,491.8071594238281,603.8065185546875,313.581298828125,31.600000381469727,177.05987548828125,54.670143127441406,146.60595703125,28.918956756591797
2020-10-21,24634.763671875,1196.8052978515625,406.28662109375,191.77853393554688,1389.1031494140625,499.274658203125,606.5587158203125,310.535400390625,31.25,178.04653930664062,54.81439208984375,144.8413848876953,29.198368072509766
2020-10-22,24483.865234375,1183.9415283203125,399.13336181640625,191.35498046875,1388.8538818359375,508.0862121582031,587.8723754882812,304.8857421875,31.75,178.7372283935547,54.33356857299805,145.82168579101562,28.45327377319336
2020-10-23,24478.015625,1186.341552734375,403.04833984375,190.8843536376953,1378.8841552734375,504.99969482421875,587.2929077148438,302.3802490234375,31.450000762939453,175.48118591308594,53.85273742675781,147.3411865234375,29.52434730529785
2020-10-26,24075.169921875,1162.4381103515625,390.9651184082031,185.14276123046875,1412.632080078125,491.20977783203125,595.5014038085938,293.9302978515625,30.600000381469727,173.1624755859375,52.07366943359375,147.8313446044922,29.617481231689453
2020-10-27,24769.212890625,1183.74951171875,396.2817077636719,183.2132110595703,1582.86767578125,505.8957824707031,592.9423217773438,291.03179931640625,31.100000381469727,172.81712341308594,51.97750473022461,152.2427520751953,29.710620880126953
2020-10-28,24232.21875,1161.1900634765625,382.8451232910156,179.25997924804688,1546.677001953125,502.510498046875,572.5176391601562,283.9082946777344,30.899999618530273,173.0144805908203,50.150360107421875,150.47817993164062,29.384641647338867
2020-10-29,24091.720703125,1139.6865234375,386.5667724609375,177.61279296875,1566.1680908203125,491.7076110839844,568.510009765625,288.1332702636719,30.549999237060547,172.42247009277344,49.044456481933594,146.06675720214844,29.29150390625
2020-10-30,23900.623046875,1136.1826171875,379.51019287109375,178.1304931640625,1542.73876953125,490.3634338378906,565.6128540039062,284.3995666503906,30.600000381469727,172.02780151367188,48.51554870605469,144.7923583984375,30.222871780395508
2020-11-02,24892.2109375,1166.6138916015625,403.5316467285156,184.5309600830078,1575.9384765625,520.3826293945312,606.8001098632812,295.6497802734375,30.25,177.30653381347656,49.669532775878906,149.64491271972656,29.896892547607422
2020-11-03,25682.501953125,1198.00537109375,429.0514221191406,192.71978759765625,1588.7998046875,531.832763671875,624.4241943359375,302.9206237792969,30.5,182.0426025390625,51.4485969543457,155.3307342529297,29.990028381347656
2020-11-04,25771.30078125,1207.0771484375,422.4781494140625,194.83758544921875,1625.7880859375,522.871826171875,654.7955932617188,307.1456298828125,30.600000381469727,182.387939453125,50.67927169799805,155.37974548339844,30.222871780395508
2020-11-05,26312.79296875,1218.40478515625,423.8797912597656,205.80307006835938,1670.403076171875,536.9603881835938,689.8989868164062,315.3990783691406,31.149999618530273,183.32528686523438,52.07366943359375,158.32069396972656,30.87483024597168
2020-11-06,26798.638671875,1255.3160400390625,428.0364685058594,206.3207550048828,1712.8748779296875,539.3997802734375,713.3173217773438,325.1263427734375,31.649999618530273,190.6760711669922,52.65066909790039,163.4183349609375,31.666494369506836
2020-11-09,27533.779296875,1286.8994140625,447.2729187011719,206.60313415527344,1722.9443359375,562.5986938476562,748.855224609375,334.1658020019531,32.95000076293945,194.37611389160156,53.56424331665039,180.23072814941406,32.59785842895508
2020-11-10,28605.66796875,1337.8741455078125,467.7177734375,218.08631896972656,1747.6697998046875,581.0681762695312,806.5560302734375,338.93121337890625,34.29999923706055,206.70962524414062,56.401126861572266,180.1326904296875,33.62236022949219
2020-11-11,28844.6640625,1334.322265625,470.3277587890625,220.43942260742188,1802.404296875,606.0095825195312,760.926513671875,333.23236083984375,33.25,202.91090393066406,55.24714279174805,176.6035614013672,32.87726974487305
2020-11-12,28278.47265625,1316.8026123046875,460.80621337890625,213.47422790527344,1749.4642333984375,597.098388671875,742.8195190429688,331.8568115234375,32.95000076293945,199.8028564453125,54.141231536865234,174.54489135742188,33.6689338684082
2020-11-13,28465.369140625,1304.4189453125,469.3610534667969,215.96852111816406,1757.98876953125,607.7020874023438,742.1917724609375,338.243408203125,33.04999923706055,202.861572265625,54.47781753540039,183.07362365722656,35.065982818603516
2020-11-17,29180.9609375,1352.081787109375,470.1827697753906,226.08688354492188,1791.238037109375,626.0721435546875,757.2568969726562,346.4967956542969,33.599998474121094,209.47232055664062,55.824134826660156,184.3970489501953,34.7400016784668
2020-11-18,29749.50390625,1352.32177734375,481.0576477050781,237.19358825683594,1825.0858154296875,633.53955078125,799.8926391601562,355.1432800292969,34.29999923706055,218.30313110351562,59.52650833129883,194.44528198242188,34.13461685180664
2020-11-19,28902.71484375,1319.3465576171875,462.787841796875,225.66334533691406,1820.8485107421875,608.8472290039062,789.9459838867188,346.44769287109375,33.400001525878906,209.17633056640625,56.3530387878418,188.3183135986328,33.29638671875
2020-11-20,29235.66015625,1347.473876953125,464.189453125,228.487060546875,1883.708740234375,605.2130126953125,783.18603515625,343.7947998046875,33.599998474121094,208.7816619873047,56.20879364013672,179.20138549804688,33.71549987792969
2020-11-23,29023.861328125,1338.7861328125,452.63787841796875,224.67503356933594,1892.1331787109375,593.0161743164062,820.6069946289062,347.7250061035156,36.849998474121094,209.81765747070312,56.06454849243164,180.1326904296875,35.95077896118164
2020-11-24,29736.904296875,1380.64111328125,462.2561950683594,229.5224609375,1919.101806640625,616.9618530273438,824.4215698242188,352.4903869628906,36.900001525878906,223.384521484375,56.256874084472656,179.69155883789062,35.5782356262207
2020-11-25,29196.060546875,1346.657958984375,456.9395446777344,228.72239685058594,1856.8397216796875,597.2476806640625,825.7252197265625,361.72637939453125,35.79999923706055,223.58187866210938,56.93003845214844,173.466552734375,34.87971115112305
2020-11-26,29549.40625,1369.553466796875,459.45281982421875,231.02841186523438,1883.40966796875,609.8926391601562,821.379638671875,360.1542663574219,35.79999923706055,219.43780517578125,57.555110931396484,169.30020141601562,34.92627716064453
2020-11-27,29608.70703125,1383.18505859375,457.5678405761719,229.89894104003906,1901.35546875,598.9901123046875,828.2362060546875,360.596435546875,36.75,220.8191680908203,60.39199447631836,182.38742065429688,34.92627716064453
2020-12-01,29817.50390625,1375.937255859375,468.92608642578125,233.47567749023438,1870.199462890625,601.0313110351562,864.7879638671875,370.61846923828125,37.099998474121094,222.69384765625,63.084632873535156,178.5151824951172,34.78657150268555
2020-12-02,29462.80859375,1350.6419677734375,464.43115234375,232.44027709960938,1808.7352294921875,605.4619140625,866.5262451171875,365.8039245605469,36.79999923706055,222.74317932128906,62.555728912353516,178.123046875,34.87971115112305
2020-12-03,29448.408203125,1322.08251953125,465.784423828125,241.2409210205078,1815.5146484375,600.08544921875,865.5123291015625,370.0289306640625,36.95000076293945,228.7126007080078,63.084632873535156,175.08409118652344,35.252254486083984
2020-12-04,30052.05078125,1330.1463623046875,485.3109436035156,248.01791381835938,1840.6885986328125,611.8341674804688,882.3155517578125,386.5357971191406,37.099998474121094,234.04067993164062,63.469295501708984,175.86831665039062,35.159122467041016
2020-12-07,30211.19921875,1317.3306884765625,493.4308776855469,253.75949096679688,1815.0660400390625,616.5635986328125,903.0781860351562,403.8287048339844,36.75,239.71408081054688,63.805870056152344,172.3882293701172,35.4850959777832
2020-12-08,30261.548828125,1321.2183837890625,491.4491882324219,255.92434692382812,1828.2762451171875,617.95751953125,885.2609252929688,396.85260009765625,37.04999923706055,234.1393585205078,62.98846435546875,170.3295440673828,37.906654357910156
2020-12-09,30709.04296875,1350.8817138671875,494.4458923339844,254.46543884277344,1877.8763427734375,631.44873046875,896.65625,392.9715270996094,38.650001525878906,233.64601135253906,64.04629516601562,171.40789794921875,41.53898620605469
2020-12-10,30509.994140625,1330.38623046875,490.0476379394531,253.71240234375,1897.56689453125,624.3297119140625,884.4400634765625,407.66064453125,37.599998474121094,231.573974609375,62.98846435546875,170.23150634765625,44.28651809692383
2020-12-11,30604.494140625,1327.45849609375,498.26416015625,256.4420471191406,1914.6153564453125,610.589599609375,892.0692138671875,415.81585693359375,37.45000076293945,232.41265869140625,63.70970916748047,173.3685302734375,43.913970947265625
2020-12-14,30745.54296875,1317.234619140625,508.2690734863281,258.0892333984375,1933.50830078125,613.2281494140625,889.6549072265625,403.1408996582031,37.75,231.7220001220703,65.77726745605469,181.45611572265625,44.61249923706055
2020-12-15,30690.693359375,1335.6182861328125,500.7774658203125,254.74777221679688,1945.272705078125,604.4661865234375,894.9662475585938,404.9586486816406,37.75,233.9420166015625,64.81562042236328,182.92657470703125,43.913970947265625
2020-12-16,30698.04296875,1354.24169921875,495.36419677734375,253.57122802734375,1946.6685791015625,603.4705810546875,890.1859741210938,402.9934997558594,37.75,238.5794219970703,65.15219116210938,184.8381805419922,44.42622375488281
2020-12-17,30846.69140625,1384.09716796875,493.3825378417969,251.9711456298828,1959.5296630859375,602.773681640625,903.705810546875,399.2598571777344,37.400001525878906,233.64601135253906,64.5271224975586,180.67185974121094,45.637001037597656
2020-12-18,30714.29296875,1354.86572265625,499.9075012207031,255.50079345703125,1943.47802734375,606.8558349609375,874.1553344726562,401.07757568359375,36.95000076293945,224.6178741455078,63.805870056152344,176.65257263183594,45.77670669555664
2020-12-21,29456.107421875,1317.714599609375,478.0126953125,239.7349395751953,1915.0638427734375,579.9729614257812,813.798828125,367.76904296875,34.25,203.79891967773438,58.084022521972656,172.09413146972656,41.166439056396484
2020-12-22,29625.60546875,1318.1466064453125,483.6192932128906,242.32337951660156,1897.218017578125,587.1915893554688,811.867431640625,389.7782287597656,34.599998474121094,205.67359924316406,59.43034362792969,168.0748291015625,40.88703155517578
2020-12-23,29882.953125,1320.5946044921875,486.8092956542969,247.54725646972656,1914.9642333984375,589.8798828125,826.0149536132812,392.08721923828125,35.900001525878906,218.2537841796875,61.786399841308594,176.8486328125,42.70319366455078
2020-12-24,30401.845703125,1341.1861572265625,496.427490234375,251.1710662841797,1954.6943359375,607.5528564453125,823.5524291992188,391.2029113769531,35.900001525878906,217.4151153564453,62.69996643066406,174.69195556640625,42.330650329589844
2020-12-28,30880.58984375,1356.3057861328125,502.7591552734375,259.03045654296875,1982.908935546875,614.9705810546875,837.2171020507812,399.0633239746094,36.95000076293945,226.04856872558594,64.81562042236328,178.46615600585938,42.982608795166016
2020-12-29,31322.13671875,1370.0814208984375,511.1690368652344,261.57177734375,1993.2777099609375,627.466064453125,881.5912475585938,405.9903259277344,36.70000076293945,229.6992950439453,64.81562042236328,176.7015838623047,42.842899322509766
2020-12-30,31302.6875,1375.1693115234375,511.1207275390625,260.63055419921875,2011.871337890625,622.3881225585938,868.2162475585938,399.01422119140625,36.650001525878906,229.4032745361328,64.67137145996094,174.59393310546875,42.47035217285156
2020-12-31,31263.6875,1378.8172607421875,517.210693359375,258.795166015625,1989.5887451171875,617.7584228515625,864.2568359375,395.23138427734375,37.04999923706055,227.97259521484375,64.14244842529297,176.5545654296875,42.61005783081055
2021-01-04,31212.0859375,1359.3297119140625,513.972412109375,264.5367126464844,1959.6292724609375,621.9899291992188,867.057373046875,390.072998046875,38.599998474121094,236.40872192382812,67.84484100341797,175.57424926757812,44.05367660522461
2021-01-05,31721.880859375,1369.601318359375,519.3373413085938,265.19561767578125,1953.8468017578125,661.5675048828125,890.0411987304688,394.8383483886719,39.70000076293945,247.50888061523438,69.5277328491211,179.05433654785156,44.89190673828125
2021-01-06,31797.53125,1363.697509765625,528.4723510742188,268.30169677734375,1964.46484375,651.4118041992188,890.7171020507812,389.0904235839844,41.400001525878906,260.6810607910156,69.91239166259766,179.05433654785156,44.42622375488281
2021-01-07,31955.62890625,1359.5697021484375,523.0589599609375,270.7960510253906,1946.51904296875,668.1886596679688,919.3984985351562,398.7194519042969,45.79999923706055,265.713134765625,72.74928283691406,181.30908203125,44.798770904541016
2021-01-08,32083.826171875,1374.3533935546875,523.977294921875,269.1958923339844,1964.7637939453125,669.78173828125,907.5686645507812,412.0821228027344,44.400001525878906,261.51971435546875,72.84544372558594,181.06398010253906,45.54386520385742
2021-01-11,31998.529296875,1393.36083984375,526.5389404296875,265.9015197753906,1932.31201171875,664.056640625,897.2356567382812,401.2740783691406,44.45000076293945,252.5409393310547,71.93186950683594,179.20138549804688,44.47279739379883
2021-01-12,32338.625,1421.728271484375,529.72900390625,275.3139953613281,1897.71630859375,672.7686767578125,895.83544921875,384.6198425292969,47.150001525878906,254.07029724121094,73.27818298339844,175.37814331054688,44.47279739379883
2021-01-13,32574.271484375,1411.79248046875,537.945556640625,288.77374267578125,1876.4306640625,684.8162231445312,910.4176025390625,368.5551452636719,46.04999923706055,251.01158142089844,71.93186950683594,174.49588012695312,43.681129455566406
2021-01-14,32519.37109375,1409.9686279296875,534.8522338867188,289.19732666015625,1886.948974609375,673.0673828125,936.4432373046875,366.63909912109375,46.25,250.8142547607422,72.17228698730469,173.90768432617188,43.913970947265625
2021-01-15,32246.42578125,1407.95263671875,524.8956298828125,285.99713134765625,1858.28564453125,671.9223022460938,932.7736206054688,362.119384765625,48.45000076293945,250.5182342529297,70.53746795654297,170.37855529785156,43.49485778808594
2021-01-18,31811.380859375,1423.7442626953125,515.3740844726562,277.1494445800781,1841.386474609375,654.1497802734375,900.8087158203125,349.78839111328125,46.650001525878906,241.144775390625,68.85456848144531,168.90809631347656,42.14437484741211
2021-01-19,32424.47265625,1443.663818359375,528.2306518554688,281.0555725097656,1881.31591796875,665.848876953125,907.665283203125,355.9784240722656,50.150001525878906,250.86358642578125,72.50885772705078,171.99609375,43.07574462890625
2021-01-20,32543.3203125,1432.2880859375,532.6288452148438,284.7734680175781,1877.9261474609375,672.8184204101562,915.19775390625,353.52203369140625,51.45000076293945,250.37025451660156,74.33600616455078,171.50592041015625,43.0291748046875
2021-01-21,32186.525390625,1415.776611328125,534.2722778320312,277.52593994140625,1852.2039794921875,672.9180297851562,894.0970458984375,334.7553405761719,49.70000076293945,247.21287536621094,73.3262710571289,171.16282653808594,42.09780502319336
2021-01-22,31166.888671875,1385.777099609375,516.00244140625,267.0310363769531,1822.4937744140625,641.7039794921875,862.6634521484375,308.6194763183594,49.5,229.6992950439453,70.48938751220703,170.8197021484375,41.3992805480957
2021-01-25,31198.037109375,1404.3048095703125,520.110595703125,264.442626953125,1788.9947509765625,655.5437622070312,820.0276489257812,304.1488342285156,48.04999923706055,219.78314208984375,68.51799011230469,170.47659301757812,39.86252212524414
2021-01-27,30284.19921875,1353.185791015625,504.93402099609375,259.4539794921875,1759.38427734375,629.3578491210938,792.022216796875,298.4009094238281,47.79999923706055,215.7377471923828,67.12359619140625,164.00653076171875,41.67869186401367
2021-01-28,30357.947265625,1316.5626220703125,510.6374206542969,265.7603454589844,1717.660400390625,667.7904663085938,775.0740356445312,305.7209167480469,47.900001525878906,212.18569946289062,68.85456848144531,164.153564453125,40.09536361694336
2021-01-29,30565.14453125,1334.8502197265625,519.0956420898438,265.5250244140625,1707.7901611328125,660.0242309570312,817.082275390625,304.05059814453125,47.20000076293945,210.9523468017578,69.5277328491211,165.9181365966797,39.53655242919922
2021-02-01,33088.66796875,1417.6483154296875,583.66845703125,292.44464111328125,1796.073486328125,706.272705078125,937.3123779296875,317.6098327636719,46.599998474121094,233.69534301757812,74.23983764648438,169.00611877441406,41.35271453857422
2021-02-02,34267.5,1498.0946044921875,596.7666625976562,313.5285339355469,1855.6934814453125,711.1016845703125,942.189208984375,333.4289245605469,47.70000076293945,239.17141723632812,77.17289733886719,178.0250244140625,40.74732208251953
2021-02-03,34758.046875,1511.7742919921875,601.5999145507812,316.2110290527344,1846.6207275390625,730.6166381835938,1012.5889892578125,336.8677978515625,47.650001525878906,253.1329345703125,78.47112274169922,178.95631408691406,40.933597564697266
2021-02-04,35344.390625,1515.902099609375,607.3515625,334.2358703613281,1904.6455078125,740.6728515625,996.7514038085938,340.7980041503906,49.04999923706055,253.87295532226562,82.26966857910156,172.3882293701172,45.31102752685547
2021-02-05,35654.0859375,1533.6617431640625,593.6734008789062,370.0031433105469,1976.727783203125,716.478271484375,989.9432983398438,323.79986572265625,48.29999923706055,247.75555419921875,80.00978088378906,167.7317352294922,49.40903854370117
2021-02-08,35983.23046875,1541.0057373046875,608.6082153320312,373.7210388183594,1951.2547607421875,732.9564819335938,999.6002807617188,324.8806457519531,49.150001525878906,244.1048126220703,79.67320251464844,168.51596069335938,54.2987174987793
2021-02-09,36056.08203125,1547.3414306640625,612.2332153320312,371.6032409667969,1943.27880859375,739.2789306640625,990.6192626953125,322.5716857910156,50.0,243.06881713867188,79.76937103271484,163.3693084716797,52.24971008300781
