Date,HINDUNILVR.NS,NESTLEIND.NS,BRITANNIA.NS,DABUR.NS,GODREJCP.NS,MARICO.NS,COLPAL.NS,EMAMILTD.NS,PGHH.NS,VBL.NS,JUBLFOOD.NS,UBL.NS,MCDOWELL-N.NS,RADICO.NS,BAJAJCON.NS,GILLETTE.NS,TATACONSUM.NS,ITC.NS,DMART.NS,FCONSUMER.NS
2022-06-16,2079.458740234375,1647.6009521484375,3234.627197265625,485.499755859375,730.0587768554688,471.7568054199219,1457.7852783203125,396.95489501953125,13097.6923828125,386.51605224609375,507.99951171875,1422.971923828125,,814.5714111328125,122.93225860595703,4813.931640625,712.2453002929688,247.00758361816406,3682.60009765625,2.299999952316284
2022-06-17,2044.343994140625,1624.9873046875,3179.006103515625,473.3866271972656,713.7236328125,460.66351318359375,1423.28125,389.9586486816406,13121.7080078125,372.5763244628906,487.2881774902344,1421.397705078125,,801.21533203125,123.73110961914062,4771.3310546875,699.1784057617188,249.47100830078125,3460.550048828125,2.200000047683716
2022-06-20,2127.117431640625,1656.6912841796875,3278.96875,489.2117614746094,746.8858642578125,471.8541564941406,1430.0184326171875,388.0768737792969,13028.2431640625,373.2212219238281,493.5959167480469,1425.087158203125,,793.7677001953125,122.32134246826172,4768.802734375,704.2872314453125,250.22900390625,3479.10009765625,2.0999999046325684
2022-06-21,2135.9326171875,1657.150390625,3328.173583984375,494.19378662109375,749.8379516601562,471.8541564941406,1443.4447021484375,386.3398742675781,13074.0693359375,366.4497985839844,514.4065551757812,1460.898681640625,,801.21533203125,124.29502868652344,4804.2060546875,714.5050048828125,255.72434997558594,3519.550048828125,2.0
2022-06-22,2133.849853515625,1637.9490966796875,3303.27978515625,487.4045715332031,749.8870849609375,468.20501708984375,1432.8095703125,386.2916259765625,13025.64453125,371.31134033203125,504.0758056640625,1452.6837158203125,,786.816650390625,122.6032943725586,4788.78955078125,696.5257568359375,251.365966796875,3486.35009765625,1.899999976158142
2022-06-23,2182.041748046875,1657.589599609375,3310.85009765625,493.46112060546875,762.43359375,463.58282470703125,1439.691162109375,388.0768737792969,13042.2109375,373.8164978027344,524.2407836914062,1466.359130859375,,800.4705810546875,124.67095947265625,4818.26025390625,705.8592529296875,251.5554962158203,3440.449951171875,1.9500000476837158
2022-06-24,2231.734619140625,1682.5223388671875,3367.042724609375,497.9546813964844,781.868408203125,469.226806640625,1456.919189453125,387.2083740234375,12963.1064453125,382.2249755859375,530.0518798828125,1470.1959228515625,,820.0330200195312,127.25554656982422,4843.59619140625,716.224365234375,251.88711547851562,3412.0,2.0
2022-06-27,2247.959716796875,1694.8836669921875,3357.094970703125,503.7669982910156,784.5253295898438,469.7133483886719,1454.2723388671875,401.20098876953125,13101.1220703125,385.12701416015625,539.041748046875,1470.6878662109375,,816.8057250976562,129.04127502441406,4824.970703125,716.6173706054688,255.77178955078125,3408.60009765625,2.049999952316284
2022-06-28,2245.053955078125,1699.3411865234375,3333.414306640625,500.2502746582031,781.425537109375,475.45458984375,1457.3524169921875,397.0031433105469,12914.1923828125,386.912841796875,531.9888916015625,1437.82763671875,,828.572998046875,129.60516357421875,4787.03955078125,723.936767578125,257.572021484375,3479.949951171875,2.049999952316284
2022-06-29,2163.4912109375,1708.6318359375,3303.76513671875,489.6025390625,754.6597290039062,462.99896240234375,1435.98583984375,395.7486877441406,13090.486328125,389.46759033203125,509.98626708984375,1411.2149658203125,,854.6396484375,132.61270141601562,4776.34033203125,707.382080078125,259.6563720703125,3445.25,1.9500000476837158
