Date,^CNXFMCG,HINDUNILVR.NS,NESTLEIND.NS,BRITANNIA.NS,DABUR.NS,GODREJCP.NS,MARICO.NS,COLPAL.NS,EMAMILTD.NS,PGHH.NS,VBL.NS,JUBLFOOD.NS,UBL.NS,MCDOWELL-N.NS,RADICO.NS,BAJAJCON.NS,GILLETTE.NS,TATACONSUM.NS,ITC.NS,DMART.NS,FCONSUMER.NS
2020-08-31,30595.150390625,1993.2418212890625,1520.1434326171875,3484.0498046875,457.79486083984375,640.9047241210938,345.8231201171875,1247.707763671875,332.92572021484375,9411.26171875,161.73486328125,415.9342041015625,993.9706420898438,,397.9585876464844,150.54310607910156,5091.65771484375,515.939453125,164.34339904785156,2251.25,12.0
2020-09-01,30988.150390625,2034.9447021484375,1543.7183837890625,3526.08056640625,470.3345947265625,647.6947021484375,350.1353759765625,1261.161865234375,336.330078125,9422.806640625,167.85484313964844,426.22845458984375,986.3976440429688,,404.34698486328125,148.6175537109375,4985.9599609375,531.5916137695312,163.56939697265625,2241.60009765625,12.600000381469727
2020-09-02,31084.349609375,2016.116943359375,1524.24169921875,3552.44921875,472.16729736328125,647.7930908203125,355.1975402832031,1273.426025390625,341.97283935546875,9524.6767578125,168.39324951171875,446.4300842285156,1066.601806640625,,398.5528869628906,151.50587463378906,5157.87060546875,532.9000244140625,164.55838012695312,2218.449951171875,12.0
2020-09-03,31316.849609375,2013.763427734375,1562.4798583984375,3503.498779296875,477.18316650390625,661.5695190429688,355.619384765625,1264.410888671875,344.2112731933594,9581.736328125,164.9541778564453,454.3243103027344,1136.18408203125,,397.4634094238281,150.8494415283203,5207.7646484375,560.6668090820312,164.77337646484375,2278.39990234375,11.399999618530273
2020-09-04,30828.650390625,2000.11328125,1547.1207275390625,3465.16162109375,466.6690979003906,645.2837524414062,350.46343994140625,1246.6094970703125,345.3771667480469,9495.8388671875,162.72372436523438,445.5672912597656,1101.5650634765625,,402.8612976074219,147.21714782714844,5168.0458984375,551.5081176757812,160.55943298339844,2251.449951171875,10.899999618530273
2020-09-07,31003.849609375,2035.8389892578125,1563.4090576171875,3482.179931640625,470.6239318847656,641.2984008789062,346.9480285644531,1253.38232421875,334.5579528808594,9510.728515625,163.6136932373047,443.0681457519531,1093.3037109375,,393.7492370605469,146.47317504882812,5171.18798828125,528.490234375,162.6234130859375,2261.39990234375,10.399999618530273
2020-09-08,30818.44921875,2016.6822509765625,1537.00830078125,3489.239501953125,469.1770324707031,659.0111083984375,344.37005615234375,1248.165283203125,327.842529296875,9507.2890625,162.4709930419922,451.0119323730469,1066.9951171875,,388.1532897949219,147.26092529296875,5158.24560546875,521.7545166015625,161.80641174316406,2246.60009765625,10.050000190734863
2020-09-09,30633.599609375,2007.2681884765625,1554.7359619140625,3495.504150390625,474.9163818359375,662.11083984375,341.2296447753906,1250.04150390625,338.42852783203125,9575.1884765625,158.8012237548828,441.49127197265625,1061.635009765625,,386.0238037109375,145.72923278808594,5090.8603515625,518.2655029296875,158.0654754638672,2222.699951171875,9.949999809265137
2020-09-10,30778.75,2008.8211669921875,1565.0484619140625,3477.691650390625,477.954833984375,662.3076171875,340.5733947753906,1278.8717041015625,352.6055603027344,9526.3251953125,159.9988250732422,449.2763671875,1048.7022705078125,,379.2393493652344,143.5848388671875,5148.1640625,529.70166015625,159.01145935058594,2237.75,10.399999618530273
2020-09-11,30972.25,2032.685302734375,1555.9609375,3527.2490234375,490.2533874511719,674.70654296875,343.7607116699219,1298.4124755859375,357.68878173828125,9448.1572265625,159.79006958007812,461.6135559082031,1042.1619873046875,,390.2331848144531,147.97080993652344,5229.8974609375,531.4946899414062,158.19448852539062,2239.35009765625,10.350000381469727
2020-09-14,30760.5,1999.03076171875,1532.89111328125,3477.92529296875,486.3468017578125,680.5123291015625,347.369873046875,1296.5360107421875,368.5546569824219,9421.298828125,163.29507446289062,465.5904541015625,1035.031494140625,,410.4876708984375,164.1412811279297,5260.33251953125,529.6532592773438,157.67848205566406,2162.699951171875,9.899999618530273
2020-09-15,30712.19921875,1999.92529296875,1528.854736328125,3491.577392578125,487.8418884277344,694.9285888671875,341.6983642578125,1299.78515625,370.8397521972656,9500.599609375,161.6359405517578,468.7640380859375,1031.44189453125,,439.9532775878906,165.33746337890625,5208.9833984375,525.631103515625,156.3455047607422,2136.14990234375,9.949999809265137
2020-09-16,30837.55078125,2017.858642578125,1543.8038330078125,3594.806884765625,491.5555725097656,696.109375,341.5577697753906,1300.0140380859375,358.5281677246094,9459.69921875,159.87799072265625,472.6020202636719,1014.3289184570312,,464.7637939453125,163.2109375,5209.3125,525.6796875,155.3564910888672,2135.949951171875,9.850000381469727
2020-09-17,30651.75,2003.45556640625,1536.517578125,3567.83056640625,484.7552185058594,697.8807373046875,339.026611328125,1279.0548095703125,355.5901794433594,9401.556640625,156.801513671875,477.57061767578125,1021.2134399414062,,453.1756286621094,170.38795471191406,5206.63916015625,531.3977661132812,153.5935516357422,2139.050048828125,9.600000381469727
2020-09-18,30460.849609375,1975.6844482421875,1533.2484130859375,3550.859619140625,490.44635009765625,702.3580322265625,339.82342529296875,1256.3111572265625,345.2372741699219,9331.8212890625,154.9776153564453,468.25823974609375,1001.9368896484375,,447.8272399902344,168.35003662109375,5212.31298828125,523.9351196289062,154.02354431152344,2149.050048828125,9.600000381469727
2020-09-21,29541.75,1918.354248046875,1470.6968994140625,3393.583740234375,473.3248291015625,676.3302001953125,328.3866271972656,1251.506103515625,338.3819885253906,9301.619140625,151.72532653808594,458.192138671875,966.3834228515625,,416.9750671386719,159.7996368408203,5186.75537109375,492.0977783203125,151.14259338378906,2097.449951171875,9.149999618530273
2020-09-22,29312.400390625,1907.9991455078125,1448.6329345703125,3354.9658203125,474.6752014160156,672.2955932617188,324.4962463378906,1227.9383544921875,340.0141906738281,9370.5546875,150.91226196289062,457.57720947265625,948.2871704101562,,415.2418212890625,154.8820343017578,5043.73291015625,488.8510437011719,149.8096160888672,2049.300048828125,8.699999809265137
2020-09-23,29322.349609375,1932.2396240234375,1464.5303955078125,3389.46923828125,468.55010986328125,668.0642700195312,319.0122375488281,1239.24169921875,342.3925476074219,9385.06640625,149.1322784423828,459.2929382324219,947.5003662109375,,410.09149169921875,161.79324340820312,5071.82080078125,478.3354797363281,148.34764099121094,2055.300048828125,8.300000190734863
2020-09-24,29044.94921875,1940.1002197265625,1454.313232421875,3378.1083984375,469.0805969238281,680.463134765625,321.1683654785156,1257.5008544921875,330.5007019042969,9286.7294921875,149.8684539794922,448.5821533203125,905.3084716796875,,393.9968566894531,155.76809692382812,5090.95361328125,473.5865783691406,143.23072814941406,2047.3499755859375,7.900000095367432
2020-09-25,29633.5,1957.1864013671875,1499.8663330078125,3446.975341796875,475.1575622558594,690.8939208984375,331.386474609375,1295.7122802734375,328.215576171875,9325.9306640625,152.83505249023438,459.0152587890625,936.43603515625,,400.88043212890625,162.635009765625,5058.50341796875,494.0845947265625,146.84266662597656,2102.699951171875,8.25
2020-09-28,29886.19921875,1942.3597412109375,1498.24609375,3494.615966796875,485.4304504394531,701.8660278320312,338.08917236328125,1318.7764892578125,331.10693359375,9317.5908203125,156.2191925048828,480.4070129394531,953.5980834960938,,410.9333801269531,165.69187927246094,5072.71142578125,501.0626220703125,149.03562927246094,2108.39990234375,8.649999618530273
2020-09-29,29434.80078125,1914.02392578125,1488.815185546875,3494.1484375,479.59466552734375,694.141357421875,334.1050720214844,1297.908935546875,327.7026062011719,9302.6083984375,157.71348571777344,470.4698181152344,938.5013427734375,,396.32440185546875,163.12234497070312,5039.09033203125,487.73651123046875,145.68167114257812,2133.25,8.949999809265137
2020-09-30,29841.75,1947.0194091796875,1517.1986083984375,3551.467041015625,492.471923828125,713.3793334960938,340.29217529296875,1312.0037841796875,327.65594482421875,9373.427734375,153.45033264160156,464.9953918457031,940.5174560546875,,402.41558837890625,161.970458984375,5008.37548828125,484.5382385253906,147.65965270996094,2203.14990234375,8.600000381469727
2020-10-01,30009.55078125,1972.2015380859375,1524.9993896484375,3561.238525390625,495.6068115234375,722.333984375,339.260986328125,1317.9527587890625,326.7699279785156,9297.8486328125,153.6810760498047,469.3293151855469,946.2709350585938,,400.13763427734375,160.64138793945312,5046.82763671875,493.40618896484375,146.92864990234375,2184.800048828125,8.649999618530273
2020-10-05,30112.150390625,1987.310546875,1528.1112060546875,3581.66943359375,501.5873107910156,740.5387573242188,353.3226318359375,1328.9359130859375,326.6300048828125,9324.0009765625,152.6153106689453,471.48138427734375,942.6812744140625,,402.76226806640625,160.1983642578125,5051.7978515625,488.0272521972656,145.55267333984375,2110.449951171875,8.350000381469727
2020-10-06,30054.69921875,1991.87646484375,1513.2142333984375,3521.264892578125,508.1465148925781,728.8287353515625,345.7293395996094,1307.4732666015625,325.1376953125,9303.2685546875,151.68136596679688,461.8218688964844,959.3024291992188,,422.7196044921875,161.08441162109375,5059.58203125,490.01409912109375,146.11167907714844,2083.050048828125,8.399999618530273
2020-10-07,30168.80078125,2013.9520263671875,1535.85498046875,3540.0595703125,505.493896484375,717.856689453125,345.9168395996094,1317.1749267578125,326.7699279785156,9362.6845703125,150.22006225585938,465.5706481933594,942.1403198242188,,417.866455078125,159.9325408935547,5037.30712890625,489.4809875488281,145.76766967773438,2066.10009765625,8.300000190734863
2020-10-08,30136.05078125,2034.1446533203125,1553.9830322265625,3548.240966796875,503.5646667480469,715.1505126953125,348.40106201171875,1328.5240478515625,329.6612854003906,9369.658203125,148.6048583984375,462.0499267578125,944.8941040039062,,410.685791015625,157.14146423339844,4985.255859375,473.19891357421875,143.7467041015625,2065.35009765625,7.949999809265137
2020-10-09,29923.900390625,2014.2342529296875,1528.20166015625,3501.86279296875,500.71917724609375,708.3606567382812,346.24493408203125,1338.8660888671875,320.24102783203125,9396.75,144.78128051757812,456.5755920410156,974.2022705078125,,408.85345458984375,157.31866455078125,4967.15478515625,456.72296142578125,144.34869384765625,2057.60009765625,7.699999809265137
2020-10-12,30024.25,2013.0577392578125,1515.6307373046875,3489.14599609375,497.2466735839844,696.94580078125,344.08880615234375,1320.6527099609375,315.85736083984375,9424.8330078125,147.110595703125,452.0135803222656,954.8766479492188,,411.4781494140625,161.21731567382812,4982.06884765625,460.0666198730469,148.08961486816406,2002.5999755859375,7.349999904632568
2020-10-13,29926.69921875,2012.8695068359375,1493.78564453125,3502.376708984375,496.0409240722656,703.2928466796875,344.37005615234375,1329.6680908203125,324.997802734375,9543.853515625,152.10987854003906,451.94415283203125,954.7290649414062,,411.9733581542969,160.37554931640625,4954.54150390625,454.4938659667969,146.32666015625,1977.449951171875,7.599999904632568
2020-10-14,29959.599609375,2031.649658203125,1493.7904052734375,3543.65966796875,498.6453552246094,688.6306762695312,338.9797668457031,1324.2222900390625,324.0184326171875,9516.0546875,147.4402313232422,459.183837890625,955.0733032226562,,413.855224609375,160.2869415283203,5000.49658203125,474.70111083984375,144.3057098388672,1974.550048828125,7.400000095367432
2020-10-15,29644.80078125,2026.3779296875,1487.090087890625,3488.67822265625,499.27227783203125,671.262451171875,340.1515808105469,1301.0206298828125,316.46356201171875,9493.482421875,147.06663513183594,455.6433410644531,951.7785034179688,,413.55804443359375,160.9514923095703,4947.32080078125,459.485107421875,141.94073486328125,1977.699951171875,7.150000095367432
2020-10-16,29671.05078125,2024.49560546875,1470.6492919921875,3503.826171875,493.5812072753906,667.031005859375,339.82342529296875,1317.3123779296875,324.0650634765625,9529.6708984375,150.0332794189453,459.9176940917969,957.6795654296875,,419.84735107421875,163.12234497070312,4960.59033203125,462.39263916015625,142.49974060058594,1984.199951171875,7.0
2020-10-19,30068.849609375,2050.148193359375,1533.8299560546875,3527.43603515625,500.9120178222656,676.1333618164062,341.6983642578125,1351.5423583984375,337.0762023925781,9564.5849609375,149.34104919433594,445.8846435546875,949.762451171875,,421.3825378417969,168.08424377441406,4956.18310546875,461.1811828613281,144.6927032470703,2094.300048828125,6.75
2020-10-20,29964.599609375,2045.7237548828125,1549.022216796875,3322.37939453125,509.35223388671875,679.8727416992188,344.37005615234375,1337.2188720703125,338.9416198730469,9502.7216796875,148.79165649414062,454.2549133300781,949.1723022460938,,421.43206787109375,170.38795471191406,4985.8662109375,463.16796875,144.0047149658203,2143.050048828125,6.849999904632568
2020-10-21,29684.099609375,2036.3564453125,1527.8919677734375,3176.604736328125,497.584228515625,675.54296875,337.8079833984375,1305.871826171875,337.7757263183594,9567.7431640625,147.4512176513672,448.9986877441406,945.58251953125,,432.62396240234375,166.53363037109375,4968.421875,450.95635986328125,144.1766815185547,2081.35009765625,7.150000095367432
2020-10-22,29715.349609375,2051.607177734375,1516.321533203125,3233.736572265625,489.1922912597656,661.0283813476562,334.3862609863281,1310.5850830078125,337.5892028808594,9677.43359375,147.22047424316406,433.8152160644531,940.7142333984375,,445.1531066894531,162.3248748779297,4986.66357421875,451.82867431640625,144.95068359375,2100.300048828125,7.5
2020-10-23,29782.19921875,2018.188232421875,1512.1280517578125,3244.396240234375,500.7674560546875,670.3767700195312,336.16741943359375,1340.5135498046875,336.4233093261719,9715.6953125,147.2314453125,440.3507080078125,944.2056274414062,,443.6178894042969,165.33746337890625,4944.03759765625,458.2251892089844,146.84266662597656,2116.550048828125,7.849999904632568
2020-10-26,29774.650390625,2039.745849609375,1549.670166015625,3259.029541015625,495.3174743652344,661.0283813476562,327.9648132324219,1334.701904296875,335.2108154296875,9785.2412109375,147.7148895263672,429.25323486328125,927.6337280273438,,435.99151611328125,170.38795471191406,4946.28857421875,462.2472839355469,144.95068359375,2144.25,7.5
2020-10-27,30163.69921875,2049.112548828125,1642.168212890625,3340.23876953125,504.6739807128906,674.4112548828125,334.1988220214844,1411.811279296875,345.3771667480469,9789.8115234375,147.6489715576172,431.3160400390625,903.6856079101562,,441.19134521484375,168.12852478027344,4956.2763671875,483.375244140625,143.78970336914062,2176.199951171875,7.150000095367432
2020-10-28,29948.099609375,2050.676513671875,1631.6175537109375,3311.67333984375,498.8382568359375,666.34228515625,340.29217529296875,1410.3011474609375,339.0348205566406,9764.3203125,145.98985290527344,432.3177490234375,892.4246215820312,,449.560546875,163.12234497070312,4931.3291015625,477.6571350097656,142.32774353027344,2240.199951171875,6.949999809265137
2020-10-29,29663.44921875,2010.64501953125,1620.7093505859375,3303.210693359375,501.3462219238281,673.8701171875,339.589111328125,1412.1993408203125,338.5218505859375,9790.140625,143.6935272216797,440.67803955078125,893.4080810546875,,441.4389343261719,165.60328674316406,4934.94091796875,476.83331298828125,140.9087677001953,2267.10009765625,7.199999809265137
2020-10-30,29428.44921875,1962.51318359375,1648.66455078125,3247.668701171875,493.3400573730469,654.1892700195312,334.33941650390625,1404.5594482421875,337.5892028808594,9609.3935546875,143.9132843017578,431.355712890625,910.914306640625,,432.82208251953125,165.24884033203125,4957.96484375,477.6571350097656,142.1127471923828,2239.89990234375,7.400000095367432
2020-11-02,29441.44921875,1963.17626953125,1644.18310546875,3198.157958984375,488.32421875,645.5789184570312,343.90130615234375,1398.81787109375,326.6300048828125,9620.751953125,147.27542114257812,429.8185119628906,910.914306640625,,417.8169250488281,164.7172088623047,4988.3046875,478.5293884277344,143.40269470214844,2205.75,7.300000190734863
2020-11-03,29526.349609375,1947.732421875,1622.8131103515625,3182.589111328125,497.1501770019531,657.8794555664062,347.697998046875,1379.5093994140625,347.5690002441406,9612.31640625,147.7039337158203,427.53753662109375,917.3070678710938,,416.2817687988281,166.44505310058594,4991.58740234375,474.410400390625,146.28369140625,2209.050048828125,7.099999904632568
2020-11-04,29612.400390625,1951.85400390625,1632.8616943359375,3245.2841796875,500.0922546386719,665.2597045898438,348.16668701171875,1365.85009765625,346.30987548828125,9599.2646484375,147.8797149658203,430.2251281738281,911.0126342773438,,435.5953369140625,163.7425537109375,5027.9287109375,477.5601806640625,146.02566528320312,2290.800048828125,7.0
2020-11-05,30180.05078125,1991.932373046875,1654.4000244140625,3271.97998046875,501.1532287597656,658.5191650390625,354.16796875,1372.4251708984375,349.9007263183594,9590.9248046875,153.46133422851562,444.0499572753906,937.6162109375,,432.4754638671875,164.9830322265625,5000.16845703125,490.8378601074219,150.28262329101562,2281.949951171875,7.050000190734863
2020-11-06,30150.650390625,1984.162841796875,1633.7791748046875,3285.3515625,508.53240966796875,658.8634643554688,359.6021728515625,1395.7618408203125,345.9834289550781,9670.177734375,152.57135009765625,448.8896179199219,934.91162109375,,431.0888366699219,164.49569702148438,5052.2197265625,488.6572265625,149.59463500976562,2294.60009765625,7.099999904632568
2020-11-09,30453.69921875,2020.54638671875,1665.0343017578125,3317.844482421875,508.869873046875,677.3633422851562,359.554931640625,1396.6416015625,353.0252685546875,9650.248046875,152.03294372558594,463.25982666015625,959.4006958007812,,442.9245910644531,163.786865234375,5097.70654296875,494.133056640625,148.6056365966797,2325.85009765625,7.050000190734863
2020-11-10,30494.75,2024.3836669921875,1595.16943359375,3280.489013671875,496.764404296875,666.1946411132812,349.2063293457031,1358.9971923828125,353.1185607910156,10666.2587890625,159.273681640625,444.1590270996094,1036.5557861328125,,454.3641357421875,162.2362823486328,5146.4755859375,483.0359802246094,153.37855529785156,2362.39990234375,7.050000190734863
2020-11-11,30845.599609375,2019.2196044921875,1604.0892333984375,3265.90234375,493.6187744140625,677.9047241210938,354.8767395019531,1388.4921875,353.35174560546875,10355.9365234375,161.94358825683594,461.70281982421875,1022.1477661132812,,458.27642822265625,160.4641571044922,5193.93017578125,487.93035888671875,159.35546875,2398.199951171875,7.0
2020-11-12,31240.19921875,2076.96875,1606.1070556640625,3286.98779296875,501.2650146484375,676.1826171875,353.7426452636719,1408.9119873046875,361.7413024902344,10164.8251953125,157.43878173828125,463.9739074707031,1006.6085205078125,,454.3641357421875,158.4705352783203,5197.3544921875,493.0669860839844,161.6774139404297,2400.300048828125,7.0
2020-11-13,31222.099609375,2070.572998046875,1616.390869140625,3286.19287109375,498.84527587890625,671.0164184570312,349.01727294921875,1399.0958251953125,358.0177917480469,10189.759765625,163.14126586914062,492.29791259765625,1006.5101318359375,,446.9853515625,159.002197265625,5251.18701171875,497.4282531738281,160.9034423828125,2383.050048828125,7.0
2020-11-17,31291.44921875,2063.230224609375,1631.4925537109375,3281.8447265625,495.2157287597656,668.2118530273438,358.2317810058594,1420.07080078125,360.56298828125,10105.0634765625,163.48187255859375,499.96405029296875,1021.6068725585938,,449.1148376464844,159.7110137939453,5561.14794921875,502.3225402832031,161.1184539794922,2432.14990234375,7.199999809265137
2020-11-18,30952.849609375,2020.11962890625,1620.9012451171875,3273.0087890625,489.1665344238281,672.4431762695312,356.5306701660156,1409.6524658203125,360.18597412109375,10068.7587890625,169.7556915283203,513.9078979492188,1012.5586547851562,,448.86724853515625,158.73635864257812,5587.40185546875,500.9657287597656,158.28048706054688,2375.050048828125,7.25
2020-11-19,31085.19921875,2018.8404541015625,1626.8143310546875,3283.294189453125,491.0054931640625,673.9685668945312,347.17437744140625,1404.65185546875,359.3374938964844,9975.6884765625,168.88768005371094,497.92108154296875,1034.78564453125,,441.93414306640625,163.03372192382812,5534.32666015625,499.70574951171875,161.5914306640625,2392.199951171875,7.599999904632568
2020-11-20,31454.349609375,2008.892333984375,1677.369384765625,3321.397705078125,492.0701599121094,687.8434448242188,353.8371887207031,1420.6729736328125,373.4772644042969,9992.4365234375,169.16236877441406,519.3128051757812,1076.19091796875,,445.1531066894531,163.5210418701172,5459.01708984375,503.0494384765625,164.85935974121094,2382.60009765625,7.900000095367432
2020-11-23,31568.099609375,2017.5615234375,1708.6873779296875,3326.353271484375,492.7476806640625,696.5521240234375,357.4757385253906,1451.23291015625,377.5306701660156,10162.1142578125,166.17376708984375,519.7194213867188,1068.3720703125,,441.93414306640625,165.42604064941406,5415.78125,505.5693359375,164.12838745117188,2360.39990234375,8.25
2020-11-24,31832.19921875,2044.043701171875,1698.235107421875,3330.88818359375,491.586181640625,696.9949951171875,357.2867126464844,1440.8148193359375,380.641357421875,10090.07421875,168.7667999267578,504.41693115234375,1054.3079833984375,,445.4997253417969,168.48294067382812,5440.0009765625,510.6089782714844,168.1703338623047,2380.25,8.649999618530273
2020-11-25,31441.69921875,2023.6728515625,1683.1143798828125,3324.857177734375,485.19818115234375,685.0880737304688,349.01727294921875,1390.298095703125,391.8117980957031,10147.9345703125,165.77821350097656,481.2301330566406,1028.884765625,,438.61614990234375,164.9830322265625,5380.5400390625,498.93048095703125,166.70835876464844,2360.800048828125,9.050000190734863
2020-11-26,31701.30078125,2041.0589599609375,1704.4169921875,3318.264892578125,487.9082946777344,689.9099731445312,353.4118957519531,1407.1986083984375,401.5681457519531,10131.232421875,170.86541748046875,495.0846862792969,1028.4912109375,,440.6465759277344,168.66014099121094,5380.72900390625,503.82476806640625,167.52532958984375,2373.050048828125,8.600000381469727
2020-11-27,31718.80078125,2025.8992919921875,1718.5390625,3401.671875,483.7463684082031,688.5814819335938,347.5051574707031,1401.7813720703125,415.09515380859375,10011.0439453125,191.48878479003906,496.0268859863281,1021.8034057617188,,450.15478515625,180.93199157714844,5499.416015625,521.4153442382812,166.5363311767578,2289.199951171875,8.199999809265137
2020-12-01,31705.25,2021.0198974609375,1673.3106689453125,3393.63037109375,489.7472229003906,694.338134765625,353.2701721191406,1392.798583984375,417.4046630859375,10144.3193359375,183.62181091308594,498.2384338378906,1070.4373779296875,,448.8177185058594,183.6787567138672,5481.865234375,512.9834594726562,167.1813201904297,2426.699951171875,8.449999809265137
2020-12-02,31820.25,2026.94140625,1658.7373046875,3363.381591796875,486.35968017578125,706.4418334960938,357.853759765625,1407.52294921875,409.9106140136719,10049.296875,191.24703979492188,502.6516418457031,1051.160888671875,,447.77777099609375,178.89405822753906,5446.576171875,522.626708984375,168.5142822265625,2456.0,8.5
2020-12-03,31908.650390625,2015.9981689453125,1680.4195556640625,3399.8017578125,485.39178466796875,700.8327026367188,368.2496032714844,1424.886474609375,404.2075500488281,10419.482421875,185.99505615234375,504.5359191894531,1052.341064453125,,459.9601135253906,175.4827423095703,5468.28955078125,533.43310546875,168.72930908203125,2470.85009765625,8.550000190734863
2020-12-04,32356.75,2069.4833984375,1712.7509765625,3411.256103515625,486.16607666015625,698.6678466796875,373.3529968261719,1426.8775634765625,394.12127685546875,10411.4404296875,183.57785034179688,508.1855163574219,1073.6336669921875,,469.1217041015625,176.8118438720703,5453.72021484375,546.1292114257812,170.44927978515625,2441.89990234375,8.399999618530273
