Date,RELIANCE.NS,BHARTIARTL.NS,ZEEL.NS,SUNTV.NS,DISHTV.NS,HATHWAY.NS,TV18BRDCST.NS,NETWORK18.NS,DEN.NS,SITINET.NS,INOXLEISUR.NS,EROSMEDIA.NS,UFO.NS,JAGRAN.NS,DBCORP.NS,RADIOCITY.NS,ENIL.NS,NEXTMEDIA.NS,TVTODAY.NS
2020-12-01,1779.9061279296875,463.8046875,190.7596435546875,401.3226318359375,10.100000381469727,31.450000762939453,31.450000762939453,35.79999923706055,69.80000305175781,0.800000011920929,274.04998779296875,21.899999618530273,79.75,38.25994110107422,67.12610626220703,22.850000381469727,154.31961059570312,4.599999904632568,156.93043518066406
2020-12-02,1782.8651123046875,469.0768127441406,192.80714416503906,389.41961669921875,10.149999618530273,31.149999618530273,32.099998474121094,36.5,70.0,0.8500000238418579,275.8500061035156,22.0,80.0999984741211,38.63689041137695,68.95682525634766,23.200000762939453,151.12713623046875,4.75,165.0742950439453
2020-12-03,1788.2369384765625,464.239990234375,199.388427734375,399.69952392578125,10.75,31.75,33.45000076293945,37.150001525878906,69.9000015258789,0.8999999761581421,281.3500061035156,21.899999618530273,79.55000305175781,39.249427795410156,70.82823181152344,23.049999237060547,153.09173583984375,4.599999904632568,164.96066284179688
2020-12-04,1772.485595703125,477.6380615234375,201.67970275878906,400.1954345703125,10.949999809265137,33.29999923706055,32.70000076293945,36.70000076293945,69.9000015258789,0.8500000238418579,279.8500061035156,22.950000762939453,82.19999694824219,39.108070373535156,71.4384765625,23.25,159.52578735351562,4.800000190734863,164.1652069091797
2020-12-07,1782.9105224609375,492.342041015625,210.40599060058594,418.23046875,11.449999809265137,33.04999923706055,33.0,38.150001525878906,69.4000015258789,0.8999999761581421,282.3500061035156,23.149999618530273,80.0,41.4639778137207,73.06576538085938,23.399999618530273,160.95013427734375,5.0,167.9530487060547
2020-12-08,1815.2783203125,487.1666259765625,207.43222045898438,413.2256774902344,11.199999809265137,32.349998474121094,31.75,37.5,69.19999694824219,0.8500000238418579,279.54998779296875,23.549999237060547,79.8499984741211,40.66297149658203,71.80461120605469,23.5,158.05235290527344,5.5,168.55911254882812
2020-12-09,1845.50634765625,486.6345520019531,210.16224670410156,428.23980712890625,13.199999809265137,35.54999923706055,31.600000381469727,36.900001525878906,69.55000305175781,0.8999999761581421,291.79998779296875,23.0,81.44999694824219,41.22838592529297,71.31642150878906,24.299999237060547,160.80279541015625,5.25,165.33946228027344
2020-12-10,1827.34228515625,488.6660461425781,207.1884765625,427.7889709472656,12.149999618530273,34.0,30.799999237060547,35.650001525878906,69.0,0.949999988079071,292.70001220703125,22.549999237060547,80.1500015258789,40.4744987487793,70.5841293334961,23.799999237060547,161.68687438964844,5.449999809265137,161.96826171875
2020-12-11,1826.249755859375,487.94049072265625,207.3834686279297,423.68597412109375,13.649999618530273,34.599998474121094,31.200000762939453,36.29999923706055,68.9000015258789,1.0,291.79998779296875,22.950000762939453,80.44999694824219,41.55821228027344,69.72980499267578,23.549999237060547,161.68687438964844,5.949999809265137,164.39248657226562
2020-12-14,1813.047607421875,486.6345520019531,210.0159912109375,444.8771057128906,14.699999809265137,34.150001525878906,31.600000381469727,36.79999923706055,69.0999984741211,1.0499999523162842,289.3500061035156,24.850000381469727,82.94999694824219,43.53717803955078,71.11300659179688,24.0,160.90103149414062,6.5,162.5743408203125
