Date,^CNXAUTO,MARUTI.NS,M&M.NS,BAJAJ-AUTO.NS,EICHERMOT.NS,HEROMOTOCO.NS,TATAMOTORS.NS,TVSMOTOR.NS,ASHOKLEY.NS,BHARATFORG.NS,MRF.NS,BOSCHLTD.NS,AMARAJABAT.NS,APOLLOTYRE.NS,EXIDEIND.NS,BALKRISIND.NS,CEATLTD.NS,ENDURANCE.NS,ESCORTS.NS,FORCEMOT.NS
2020-09-01,7885.9501953125,6690.27099609375,578.2132568359375,2652.631103515625,2058.138916015625,2740.4443359375,142.9121856689453,431.35015869140625,64.01231384277344,483.18634033203125,57918.75,11602.974609375,,117.07624816894531,159.4936981201172,1290.5712890625,864.9183349609375,1045.61865234375,1095.7528076171875,1066.5662841796875
2020-09-02,7976.9501953125,6704.900390625,611.7135620117188,2582.827392578125,2095.562255859375,2692.827880859375,149.3720703125,428.11798095703125,63.68666076660156,485.08349609375,58158.4375,12128.1845703125,,117.171875,161.13795471191406,1275.11376953125,860.0399169921875,1068.1707763671875,1205.9932861328125,1072.43603515625
2020-09-03,8049.5498046875,6852.01416015625,613.5217895507812,2597.0390625,2154.763427734375,2690.86083984375,150.91249084472656,426.4039001464844,64.6635971069336,477.8354187011719,58064.48046875,12231.8798828125,,118.27140045166016,159.39698791503906,1273.7611083984375,867.1401977539062,1057.8302001953125,1206.9298095703125,1059.8651123046875
2020-09-04,7996.5498046875,6965.849609375,601.4825439453125,2585.20361328125,2106.185546875,2666.892333984375,146.8874969482422,424.9837341308594,64.9427261352539,475.40325927734375,57998.26171875,12037.2236328125,,115.64207458496094,158.28468322753906,1246.3721923828125,852.988037109375,1045.5201416015625,1165.38623046875,1094.104736328125
2020-09-07,7957.85009765625,6984.3056640625,580.9732666015625,2598.653076171875,2117.82275390625,2616.53173828125,148.4776153564453,431.35015869140625,64.71012878417969,473.60333251953125,57947.4453125,12233.2353515625,,113.58643341064453,155.96336364746094,1223.0889892578125,850.1866455078125,1039.0203857421875,1129.460693359375,1095.6700439453125
2020-09-08,7888.0,6998.6923828125,579.2124633789062,2601.83642578125,2087.498046875,2619.321533203125,141.4214630126953,425.0816650390625,62.849300384521484,458.37762451171875,57787.07421875,11960.5439453125,,108.32780456542969,152.7715606689453,1216.2298583984375,857.1419067382812,1063.8868408203125,1104.96826171875,1072.2403564453125
2020-09-09,7903.10009765625,6990.21533203125,584.2566528320312,2609.3681640625,2102.419189453125,2656.646728515625,139.2350311279297,429.1463928222656,62.29104995727539,453.318603515625,58333.9453125,11963.958984375,,108.42342376708984,150.64369201660156,1220.3359375,851.3941650390625,1055.023681640625,1188.44970703125,1063.1424560546875
2020-09-10,7945.0,7006.103515625,585.7317504882812,2613.44775390625,2101.115478515625,2697.584716796875,142.415283203125,428.9014892578125,63.03537368774414,448.9406433105469,58701.7421875,12126.0322265625,,111.1483383178711,151.0789337158203,1215.746826171875,867.4783325195312,1061.867919921875,1176.2772216796875,1077.033935546875
2020-09-11,7956.7998046875,6969.24072265625,584.5897827148438,2614.927490234375,2086.339111328125,2737.3798828125,143.40911865234375,435.12103271484375,63.40753936767578,450.8377380371094,58793.7109375,12052.0185546875,,111.10054016113281,150.54696655273438,1258.1588134765625,863.56591796875,1064.477783203125,1181.3531494140625,1071.4578857421875
2020-09-14,8035.35009765625,6906.51025390625,585.5890502929688,2652.00341796875,2085.4697265625,2770.5419921875,147.63287353515625,447.2172546386719,69.59477996826172,462.70697021484375,58184.37109375,12034.603515625,,120.04020690917969,154.9961395263672,1324.2884521484375,896.12060546875,1128.982421875,1228.56396484375,1088.1373291015625
2020-09-15,8033.5,6832.83154296875,583.828369140625,2633.7568359375,2067.313720703125,2778.455322265625,147.48379516601562,446.0909118652344,72.43253326416016,463.7771911621094,58073.61328125,12248.0751953125,,122.14366912841797,157.8010711669922,1332.8868408203125,908.63037109375,1112.2899169921875,1212.104248046875,1115.5780029296875
2020-09-16,8156.2001953125,6837.8212890625,608.5729370117188,2723.958984375,2089.670654296875,2795.8828125,150.51495361328125,452.6531982421875,73.40946960449219,467.62005615234375,59232.421875,12300.2724609375,,122.95635986328125,160.6543731689453,1319.5546875,934.712646484375,1104.06689453125,1236.8922119140625,1181.4161376953125
2020-09-17,8128.64990234375,6864.8515625,606.0508422851562,2707.14697265625,2071.997314453125,2800.273681640625,146.73841857910156,447.6579895019531,72.8512191772461,465.67431640625,59189.578125,12137.3125,,128.64524841308594,161.86338806152344,1334.3843994140625,918.2421264648438,1120.710205078125,1225.9520263671875,1152.0677490234375
2020-09-18,8161.7001953125,6747.5283203125,622.5631103515625,2735.615234375,2079.24072265625,2847.52490234375,146.98687744140625,447.90283203125,74.15379333496094,466.3553161621094,58612.65234375,12237.82421875,,124.96419525146484,161.76666259765625,1347.1851806640625,926.7914428710938,1126.914306640625,1220.777587890625,1139.1055908203125
2020-09-21,7832.2001953125,6420.26416015625,592.3938598632812,2678.006103515625,2030.9525146484375,2795.10498046875,136.6013946533203,444.1809997558594,69.40869903564453,442.71405029296875,57825.84375,12102.0615234375,,119.37092590332031,154.60926818847656,1273.7611083984375,882.1134033203125,1070.23876953125,1195.890869140625,1095.4910888671875
2020-09-22,7695.25,6239.6767578125,586.0648803710938,2677.244140625,1993.67431640625,2744.606689453125,132.27825927734375,433.7497863769531,69.26912689208984,440.379150390625,57378.71484375,11605.830078125,,118.55823516845703,151.6109161376953,1270.7181396484375,869.6034545898438,1063.443603515625,1181.5504150390625,1051.4820556640625
2020-09-23,7690.89990234375,6298.53271484375,583.0193481445312,2677.5576171875,2005.69775390625,2704.903564453125,130.58876037597656,433.3090515136719,68.47827911376953,434.5417785644531,56883.5234375,11937.13671875,,115.97673034667969,152.28793334960938,1303.08251953125,878.7806396484375,1045.224609375,1196.28515625,1039.3944091796875
2020-09-24,7418.85009765625,6101.28271484375,547.3301391601562,2628.8251953125,1964.7977294921875,2669.728271484375,122.04185485839844,426.30596923828125,62.70973587036133,419.55926513671875,55300.00390625,11601.1025390625,,110.86151123046875,149.67648315429688,1261.49169921875,852.6499633789062,1041.728759765625,1141.2388916015625,992.3757934570312
2020-09-25,7669.5,6295.044921875,563.6995849609375,2651.734375,2045.004638671875,2746.29931640625,126.46437072753906,437.76556396484375,70.99039459228516,432.8392333984375,57132.0390625,12106.228515625,,114.92499542236328,155.8182830810547,1309.9901123046875,874.3853759765625,1046.6527099609375,1186.083984375,1036.5821533203125
2020-09-28,7902.5498046875,6493.94189453125,585.5414428710938,2659.759521484375,2106.281982421875,2825.797119140625,132.02980041503906,461.7620849609375,71.26951599121094,441.83843994140625,58966.5625,12631.2509765625,,122.71733093261719,158.76829528808594,1398.582275390625,915.1026000976562,1070.189453125,1276.9573974609375,1073.437255859375
2020-09-29,7925.2001953125,6532.4521484375,583.5904541015625,2598.025390625,2123.2314453125,2904.51806640625,130.88690185546875,460.58673095703125,69.73433685302734,437.16864013671875,59121.46484375,12776.283203125,,124.48613739013672,158.86502075195312,1431.1883544921875,961.1331176757812,1092.495361328125,1294.7476806640625,1061.4483642578125
2020-09-30,7908.10009765625,6533.13037109375,578.54638671875,2583.32080078125,2127.384033203125,2879.223388671875,132.47702026367188,458.6767883300781,69.22261047363281,435.4173889160156,59230.6875,12855.2568359375,,125.10762786865234,159.4936981201172,1426.937255859375,965.2386474609375,1134.79296875,1299.478515625,1043.3907470703125
2020-10-01,7966.10009765625,6584.33154296875,580.687744140625,2676.840576171875,2122.41015625,2883.019287109375,132.67578125,470.0384521484375,70.94387817382812,436.00115966796875,60231.0234375,12688.083984375,,127.01984405517578,157.65599060058594,1413.4600830078125,966.9774780273438,1116.229248046875,1265.031494140625,1055.0838623046875
2020-10-05,7957.9501953125,6606.1787109375,577.6898193359375,2647.161865234375,2134.482421875,2862.66455078125,133.07330322265625,463.8189392089844,70.01345825195312,452.97808837890625,60178.62890625,12546.376953125,,128.97987365722656,160.6060028076172,1401.52880859375,980.6948852539062,1118.7896728515625,1217.771484375,1054.294189453125
2020-10-06,8058.10009765625,6677.4345703125,597.1047973632812,2665.049560546875,2122.36181640625,2869.205810546875,143.85633850097656,461.9090270996094,70.89734649658203,453.56182861328125,59924.43359375,12444.8828125,,129.4579315185547,158.9133758544922,1386.8438720703125,988.3262939453125,1118.7896728515625,1232.8511962890625,1055.3304443359375
2020-10-07,8170.0498046875,6827.1162109375,601.1019287109375,2759.33154296875,2161.37890625,2958.2177734375,140.12948608398438,468.9120788574219,71.26951599121094,455.3130187988281,60254.1328125,12380.0458984375,,130.22283935546875,158.4297637939453,1399.1131591796875,987.1187744140625,1075.6552734375,1227.9232177734375,1038.062255859375
2020-10-08,8183.7001953125,6859.0380859375,603.52880859375,2756.776611328125,2133.178466796875,2999.842041015625,140.0797882080078,465.4350280761719,70.89734649658203,454.6319580078125,59830.37890625,12023.5087890625,,130.79649353027344,160.70272827148438,1392.9786376953125,972.580322265625,1061.1292724609375,1225.26220703125,1042.601318359375
2020-10-09,8163.5,6842.1318359375,602.6246337890625,2743.55078125,2142.015625,3043.982666015625,137.59521484375,461.8110656738281,70.57170867919922,453.17266845703125,58447.8984375,11926.2275390625,,131.70481872558594,158.9617462158203,1359.1649169921875,966.7843017578125,1063.2957763671875,1204.071533203125,1038.45703125
2020-10-12,8102.5,6914.06640625,603.7667236328125,2710.330322265625,2106.668212890625,3004.919921875,135.0609588623047,459.3624572753906,68.29220581054688,447.8217468261719,58251.23828125,11730.82421875,,126.49398803710938,155.6248321533203,1354.0931396484375,969.34423828125,1091.313720703125,1236.153076171875,1018.08056640625
2020-10-13,8052.85009765625,6813.552734375,597.58056640625,2720.821044921875,2143.560302734375,3007.984375,133.27207946777344,449.9107360839844,68.75741577148438,445.58416748046875,58254.07421875,11384.5400390625,,125.82469940185547,155.38302612304688,1340.9537353515625,984.2691040039062,1075.7044677734375,1223.389404296875,1015.9590454101562
2020-10-14,8031.0498046875,6783.95556640625,593.7261962890625,2738.484619140625,2176.734375,3028.796875,129.89308166503906,452.0655212402344,68.10612487792969,431.4771423339844,58565.875,11306.0791015625,,123.00416564941406,155.5281219482422,1332.8385009765625,970.6000366210938,1093.430908203125,1214.617431640625,1010.7293090820312
2020-10-15,7935.35009765625,6677.62841796875,587.4924926757812,2714.49951171875,2171.6162109375,3031.998779296875,126.16622161865234,449.1761779785156,67.31526947021484,432.88787841796875,58119.54296875,11101.0791015625,,119.37092590332031,151.3207550048828,1320.4725341796875,952.6804809570312,1086.6358642578125,1178.9876708984375,1000.8124389648438
2020-10-16,7959.4501953125,6679.8564453125,577.3568115234375,2730.056396484375,2192.1865234375,3061.409912109375,126.96128845214844,453.7305908203125,69.7808609008789,440.23321533203125,57680.52734375,11197.1416015625,,122.57390594482422,154.5609130859375,1335.0606689453125,958.2833251953125,1068.2691650390625,1150.7991943359375,999.3816528320312
2020-10-19,7870.35009765625,6638.24658203125,568.6010131835938,2671.998779296875,2122.89306640625,2971.98583984375,127.45819854736328,445.50323486328125,69.26912689208984,439.2117004394531,59665.828125,11145.2255859375,,125.63349151611328,153.73878479003906,1329.4571533203125,1008.8540649414062,1046.45556640625,1166.0269775390625,999.5789794921875
2020-10-20,7896.7001953125,6631.12548828125,573.169189453125,2693.697509765625,2119.31982421875,2961.83154296875,128.84954833984375,442.9076843261719,70.10650634765625,448.6487121582031,59583.8046875,11137.5947265625,,125.92030334472656,153.20680236816406,1334.964111328125,999.000732421875,1055.9097900390625,1179.2340087890625,1002.1939697265625
2020-10-21,7878.0498046875,6647.837890625,571.8367309570312,2706.0712890625,2106.668212890625,2907.62841796875,129.4458465576172,436.9330139160156,70.2460708618164,445.04901123046875,60692.51171875,11000.0537109375,,134.4775390625,152.23959350585938,1342.1131591796875,1023.1026611328125,1047.14501953125,1182.6343994140625,1017.587158203125
2020-10-22,7864.14990234375,6599.10595703125,575.167724609375,2695.490478515625,2085.51806640625,2819.028076171875,132.67578125,433.3090515136719,73.73509979248047,451.51873779296875,61893.48828125,11059.1337890625,,135.00340270996094,155.28634643554688,1311.6326904296875,1041.3118896484375,993.3253784179688,1171.2506103515625,1033.473876953125
2020-10-23,8094.60009765625,6881.708984375,594.9633178710938,2763.6806640625,2107.199462890625,2846.06103515625,136.1541748046875,435.5127868652344,76.10767364501953,481.6783447265625,63254.38671875,11434.5830078125,,143.2259979248047,156.73715209960938,1341.050537109375,1083.7681884765625,1022.8203125,1171.201416015625,1044.4267578125
2020-10-26,7833.64990234375,6834.77001953125,568.3154907226562,2595.918701171875,2035.9263916015625,2651.11181640625,132.8745574951172,420.8700256347656,73.17686462402344,470.2955627441406,62917.67578125,11086.89453125,,141.50497436523438,154.31910705566406,1302.8411865234375,1090.240478515625,987.4657592773438,1174.5523681640625,1022.126220703125
2020-10-27,7930.64990234375,6935.138671875,568.3154907226562,2642.723388671875,2045.7286376953125,2663.919189453125,134.81251525878906,423.955322265625,76.06114196777344,455.84808349609375,67811.6171875,11181.8798828125,,143.03475952148438,157.02732849121094,1298.203857421875,1105.69677734375,974.8109741210938,1202.691650390625,1045.41357421875
2020-10-28,7922.75,6961.92578125,574.9774780273438,2639.764404296875,2061.9052734375,2695.251953125,133.96775817871094,418.47039794921875,74.71204376220703,447.5785217285156,66461.34375,11054.357421875,,136.91561889648438,153.64207458496094,1296.4161376953125,1108.9327392578125,998.791015625,1188.1539306640625,1025.77734375
2020-10-29,7846.75,6895.7080078125,563.3665161132812,2622.9970703125,2063.69189453125,2647.498291015625,131.08566284179688,413.67108154296875,74.75856018066406,442.6168212890625,66912.5390625,11026.3642578125,,136.7244110107422,151.9010772705078,1297.5274658203125,1077.2476806640625,1010.6087036132812,1170.5113525390625,1015.5642700195312
2020-10-30,7758.39990234375,6747.9150390625,565.3175659179688,2588.521240234375,2014.19677734375,2561.322021484375,131.83102416992188,446.13983154296875,73.45597839355469,439.06573486328125,64928.8828125,10870.42578125,,133.7604522705078,153.8354949951172,1301.875244140625,1055.9471435546875,1042.12255859375,1183.6693115234375,1014.133544921875
2020-11-02,7732.25,6654.13427734375,567.2686157226562,2549.785888671875,1960.162109375,2594.1181640625,132.02980041503906,448.98028564453125,76.10767364501953,438.6766052246094,65846.390625,10832.69140625,,135.14683532714844,154.07730102539062,1291.2957763671875,1068.5535888671875,1058.2733154296875,1210.527099609375,1008.6077880859375
2020-11-03,7848.85009765625,6697.73095703125,567.0306396484375,2613.582275390625,2023.2747802734375,2687.201416015625,133.27207946777344,456.1302795410156,78.0615234375,445.92462158203125,67288.2734375,11067.6533203125,,136.67660522460938,154.89942932128906,1304.72509765625,1082.5606689453125,1045.766357421875,1216.8350830078125,1008.4597778320312
2020-11-04,7901.75,6737.16162109375,567.9822387695312,2623.669921875,2025.5924072265625,2715.195068359375,135.0609588623047,461.2723388671875,78.10803985595703,451.1782531738281,68057.4453125,11050.9404296875,,141.40936279296875,157.65599060058594,1327.380126953125,1071.644775390625,1033.85009765625,1214.617431640625,1007.2755737304688
2020-11-05,7995.5,6871.583984375,573.0263671875,2644.471923828125,2047.2257080078125,2693.5595703125,136.80015563964844,466.65936279296875,79.4106216430664,460.3234558105469,68175.4140625,11238.712890625,,141.3137664794922,157.65599060058594,1364.3818359375,1072.03125,1038.87255859375,1236.153076171875,1029.42822265625
2020-11-06,8006.10009765625,6692.16064453125,583.9710693359375,2669.6669921875,2065.816650390625,2694.56591796875,138.14183044433594,469.989501953125,79.08497619628906,464.11767578125,68124.078125,11106.9296875,,146.7158203125,158.81666564941406,1403.7506103515625,1071.8380126953125,1039.5128173828125,1266.9534912109375,1034.608642578125
2020-11-09,8067.64990234375,6657.81591796875,586.5883178710938,2691.679931640625,2117.774658203125,2702.6162109375,140.12948608398438,469.10797119140625,78.43368530273438,480.3649597167969,69440.65625,10953.66015625,,150.54026794433594,160.7994384765625,1439.4000244140625,1083.6717529296875,1039.611328125,1336.3404541015625,1055.182373046875
2020-11-10,8127.25,6581.5712890625,590.0145263671875,2687.68994140625,2158.3369140625,2699.871826171875,145.09861755371094,469.010009765625,84.7139663696289,505.61151123046875,68969.3515625,11235.5283203125,,157.3765106201172,156.97894287109375,1425.0048828125,1077.34423828125,1029.0738525390625,1316.3326416015625,1047.8804931640625
2020-11-11,8255.2001953125,6643.4775390625,602.6246337890625,2710.64404296875,2247.0419921875,2799.496337890625,150.01805114746094,467.6387939453125,83.03922271728516,486.20233154296875,68195.9453125,11458.9736328125,,154.22132873535156,158.1396026611328,1462.634765625,1072.6591796875,1040.989990234375,1347.1820068359375,1034.411376953125
2020-11-12,8284.0498046875,6623.6171875,602.1488647460938,2705.578125,2270.268798828125,2822.961181640625,150.26649475097656,471.8994140625,83.83007049560547,483.2836608886719,68989.1171875,11137.3134765625,,157.04183959960938,164.57159423828125,1521.6263427734375,1070.19580078125,1032.32373046875,1381.678466796875,1038.9010009765625
2020-11-13,8308.900390625,6596.8779296875,599.4365234375,2726.469970703125,2428.50927734375,2862.39013671875,145.4464569091797,467.9815979003906,84.24876403808594,468.057861328125,71414.4296875,10990.408203125,,156.80282592773438,163.21746826171875,1539.4498291015625,1069.56787109375,1014.3017578125,1375.8634033203125,1040.3319091796875
2020-11-17,8425.5498046875,6763.70751953125,606.4791259765625,2730.4150390625,2454.68115234375,2773.103515625,157.02452087402344,465.532958984375,85.36524963378906,481.5810546875,73670.6953125,10880.724609375,,165.45567321777344,164.76502990722656,1562.5523681640625,1092.124267578125,1010.9534301757812,1401.83447265625,1078.7164306640625
2020-11-18,8686.599609375,6834.28466796875,671.6715087890625,2723.914306640625,2524.65087890625,2728.91748046875,172.42881774902344,469.6956481933594,88.52865600585938,486.3482360839844,74613.8359375,10768.9306640625,,166.98544311523438,164.81336975097656,1592.2904052734375,1101.4945068359375,1023.5098266601562,1404.2490234375,1133.6290283203125
2020-11-19,8628.2998046875,6746.123046875,669.9107666015625,2720.641845703125,2463.904296875,2733.94921875,166.9130859375,465.33709716796875,88.20301055908203,496.1744689941406,76393.9765625,11167.6025390625,,165.5990753173828,164.71665954589844,1545.98828125,1095.6019287109375,1027.6951904296875,1386.0645751953125,1113.74609375
2020-11-20,8684.75,6748.59375,681.0457763671875,2742.429931640625,2501.955322265625,2743.234375,168.05601501464844,468.6182556152344,84.48136138916016,483.8187255859375,78619.296875,11154.212890625,,167.46348571777344,166.16748046875,1561.9713134765625,1101.3494873046875,1067.825927734375,1394.29443359375,1160.8634033203125
2020-11-23,8738.599609375,6769.81103515625,671.3859252929688,2759.645751953125,2508.426025390625,2799.13037109375,169.6461181640625,466.95318603515625,84.9000473022461,485.6672668457031,79658.453125,11066.435546875,,166.36398315429688,168.24700927734375,1624.3533935546875,1089.9990234375,1145.13330078125,1382.368408203125,1158.9886474609375
2020-11-24,8887.9501953125,6935.138671875,694.1319580078125,2775.739990234375,2601.091064453125,2812.3037109375,170.98779296875,461.8110656738281,84.94657135009766,480.7054748535156,79385.65625,12152.99609375,,169.8059844970703,169.11749267578125,1601.6866455078125,1100.7216796875,1118.100341796875,1390.35205078125,1157.4591064453125
2020-11-25,8738.4501953125,6835.6416015625,685.1858520507812,2735.884521484375,2506.25341796875,2752.474365234375,170.39149475097656,465.38604736328125,83.3648681640625,482.4080505371094,75877.34375,12102.25,,165.79029846191406,165.73223876953125,1552.769287109375,1083.5750732421875,1114.4072265625,1374.1385498046875,1134.763916015625
2020-11-26,8767.75,6776.1083984375,693.3229370117188,2805.77783203125,2461.924560546875,2766.928466796875,172.6772918701172,464.8963317871094,82.66705322265625,499.28765869140625,75388.4375,11962.4619140625,,167.22447204589844,166.98960876464844,1556.2564697265625,1083.719970703125,1108.646240234375,1367.4857177734375,1136.39208984375
2020-11-27,8891.599609375,6816.36181640625,687.1367797851562,2845.54443359375,2447.87255859375,2844.0478515625,179.23654174804688,489.3825988769531,85.73741912841797,494.56915283203125,77296.125,11999.5390625,,176.35537719726562,178.78964233398438,1607.40185546875,1109.3192138671875,1139.42138671875,1383.6497802734375,1146.4075927734375
2020-12-01,8987.150390625,6880.20654296875,699.080810546875,2908.39892578125,2445.9892578125,2845.32861328125,178.64024353027344,490.0682373046875,86.20262145996094,495.2015686035156,79111.375,12411.3642578125,,178.79345703125,177.82241821289062,1602.8974609375,1130.523193359375,1123.66455078125,1353.93359375,1136.8360595703125
2020-12-02,9093.7001953125,6981.73876953125,717.2109375,2993.1318359375,2445.79638671875,2859.920166015625,182.4664764404297,478.3148193359375,86.90043640136719,501.67132568359375,79327.0859375,12453.451171875,,180.1798095703125,177.67733764648438,1620.8663330078125,1128.92919921875,1120.0208740234375,1397.4976806640625,1137.62548828125
2020-12-03,9245.2998046875,7497.72705078125,709.8351440429688,2953.903076171875,2462.214111328125,2872.407470703125,183.70875549316406,487.9134521484375,88.57516479492188,524.7775268554688,78445.546875,12177.9951171875,,179.1759033203125,177.7740478515625,1594.7607421875,1120.0419921875,1170.1473388671875,1386.458740234375,1186.4696044921875
2020-12-04,9302.2001953125,7559.779296875,714.3082275390625,2969.146240234375,2466.077392578125,2909.54931640625,183.01307678222656,487.8644714355469,88.20301055908203,536.9872436523438,78250.171875,12283.7490234375,,179.98861694335938,180.7240753173828,1597.8118896484375,1114.6806640625,1150.796142578125,1411.7890625,1244.78662109375
2020-12-07,9311.099609375,7501.892578125,715.9737548828125,2976.4541015625,2473.465087890625,2903.6943359375,182.41677856445312,500.3524475097656,88.57516479492188,534.4090576171875,79074.9375,12580.31640625,,179.98861694335938,182.70684814453125,1614.2305908203125,1109.8988037109375,1144.000732421875,1377.785400390625,1491.326416015625
2020-12-08,9297.849609375,7520.5908203125,717.5916748046875,2982.416748046875,2460.958740234375,2898.114013671875,180.67759704589844,497.41412353515625,87.7843246459961,529.3014526367188,78711.1640625,12402.375,,178.65003967285156,185.56015014648438,1613.891845703125,1105.26220703125,1150.352783203125,1375.962158203125,1399.904052734375
2020-12-09,9293.2998046875,7468.80859375,718.5432739257812,2964.7978515625,2460.041015625,2918.92626953125,181.57203674316406,487.76654052734375,88.71473693847656,533.6306762695312,77925.171875,12648.6201171875,,175.49485778808594,186.43063354492188,1615.8289794921875,1117.771728515625,1152.0762939453125,1369.2598876953125,1466.9044189453125
