Date,RELIANCE.NS,ONGC.NS,IOC.NS,GAIL.NS,BPCL.NS,HINDPETRO.NS,IGL.NS,PETRONET.NS,OIL.NS,GSPL.NS,GUJGASLTD.NS,MGL.NS,CASTROLIND.NS,ATGL.NS,MRPL.NS,GULFOILLUB.NS,ALPHAGEO.NS,SELAN.NS,HINDOILEXP.NS
2020-10-22,1918.3450927734375,54.569881439208984,36.679168701171875,49.551143646240234,135.2052764892578,98.99703216552734,368.643798828125,195.0291748046875,49.30854034423828,191.75198364257812,281.81011962890625,752.2620849609375,90.78742980957031,194.6682891845703,29.53685188293457,576.2640380859375,148.42953491210938,97.29993438720703,67.3499984741211
2020-10-23,1923.8990478515625,54.68876647949219,36.938804626464844,48.796566009521484,136.0566864013672,100.76335906982422,369.68023681640625,193.125244140625,48.93193054199219,191.75198364257812,283.86566162109375,745.5435791015625,89.3637924194336,196.16688537597656,28.847660064697266,582.860595703125,149.3141632080078,98.23103332519531,67.55000305175781
2020-10-26,1847.4639892578125,54.05469512939453,36.86799621582031,47.79043960571289,133.94741821289062,96.2923583984375,370.2455749511719,190.1451873779297,48.259422302246094,192.67178344726562,286.2638854980469,744.4540405273438,89.16040802001953,193.46939086914062,28.207693099975586,598.6012573242188,144.19268798828125,97.20683288574219,66.0999984741211
2020-10-27,1852.3807373046875,52.98469543457031,36.86799621582031,47.06380081176758,134.934326171875,95.79557037353516,385.5566711425781,194.24276733398438,47.42551040649414,196.44773864746094,288.9557189941406,764.70068359375,88.42826080322266,197.16595458984375,28.306150436401367,604.2879638671875,141.8181915283203,97.53271484375,65.69999694824219
2020-10-28,1831.39404296875,52.588401794433594,36.844398498535156,46.4489631652832,133.6958770751953,94.88481140136719,383.0597229003906,189.31735229492188,47.1565055847168,189.13784790039062,288.6131286621094,745.4526977539062,94.40753936767578,200.86248779296875,27.91232681274414,605.7891845703125,141.35260009765625,97.48615264892578,62.25
2020-10-29,1845.4608154296875,51.042850494384766,37.009613037109375,46.64459228515625,132.2832489013672,99.13502502441406,383.6250915527344,190.76602172851562,46.02667999267578,190.39649963378906,289.1514892578125,738.3255615234375,93.3499755859375,204.159423828125,27.71541404724121,610.2020874023438,139.62991333007812,94.50663757324219,64.44999694824219
2020-10-30,1870.5902099609375,51.439151763916016,37.55248260498047,47.37123107910156,137.17904663085938,103.57844543457031,379.0081787109375,191.17991638183594,46.241886138916016,187.05621337890625,290.32611083984375,739.8690185546875,92.73985290527344,220.2943572998047,28.453834533691406,600.37548828125,138.0003662109375,94.18075561523438,63.650001525878906
2020-11-02,1709.3890380859375,52.073219299316406,36.91520309448242,46.92406463623047,134.0635223388672,103.38525390625,380.8455810546875,187.62042236328125,45.13896942138672,184.97457885742188,290.4239807128906,740.9130859375,90.58404541015625,219.1454315185547,27.567729949951172,609.5197143554688,134.5084228515625,93.01687622070312,63.54999923706055
2020-11-03,1684.760498046875,52.548770904541016,36.82079315185547,46.92406463623047,135.78578186035156,102.47449493408203,383.6250915527344,186.13037109375,45.219669342041016,179.40744018554688,289.44512939453125,739.5965576171875,91.07215118408203,222.7420654296875,27.223133087158203,604.3789672851562,136.04489135742188,93.52897644042969,62.95000076293945
2020-11-04,1741.9388427734375,52.667667388916016,36.79718780517578,46.58869934082031,135.01174926757812,103.0816650390625,383.20111083984375,187.0409393310547,45.43487548828125,181.10179138183594,290.2771301269531,744.7717895507812,91.88568115234375,231.1342315673828,26.780080795288086,610.24755859375,135.34649658203125,93.9945297241211,63.04999923706055
2020-11-05,1779.9969482421875,53.57913589477539,37.670501708984375,48.880401611328125,141.7652130126953,113.29322814941406,397.14593505859375,186.54428100585938,46.08047866821289,184.0063934326172,295.0735168457031,764.4737548828125,92.2600326538086,235.23040771484375,26.583168029785156,609.0647583007812,138.69873046875,94.18075561523438,63.70000076293945
2020-11-06,1847.509521484375,53.89617919921875,37.882930755615234,47.9581298828125,140.27520751953125,113.34842681884766,397.28729248046875,190.76602172851562,46.45709228515625,183.0382080078125,306.23236083984375,760.47900390625,93.38312530517578,239.62632751464844,26.780080795288086,619.0732421875,136.92950439453125,94.46007537841797,64.0999984741211
2020-11-09,1867.13037109375,54.252838134765625,38.331382751464844,48.34939193725586,145.3451385498047,114.83876037597656,398.74774169921875,197.14007568359375,46.75299835205078,182.796142578125,307.406982421875,767.6061401367188,94.04866790771484,238.57730102539062,27.124677658081055,615.2518310546875,138.18658447265625,94.22730255126953,64.4000015258789
2020-11-10,1897.9503173828125,56.0758056640625,39.77117156982422,50.417518615722656,148.1510467529297,117.2950668334961,398.7005920410156,197.92645263671875,47.74831008911133,179.35902404785156,302.904296875,774.0523681640625,93.92386627197266,236.479248046875,27.46927261352539,609.5197143554688,138.97808837890625,96.18262481689453,65.5
2020-11-11,1818.41943359375,57.34394836425781,40.125221252441406,51.95464324951172,152.4856414794922,118.50940704345703,422.3974609375,199.45790100097656,48.68982696533203,180.18199157714844,302.26800537109375,792.0292358398438,94.71419525146484,233.93161010742188,27.420045852661133,614.2509155273438,147.49835205078125,97.81204223632812,65.5
2020-11-12,1802.759033203125,56.709877014160156,40.26683807373047,52.010536193847656,152.7372283935547,117.90223693847656,412.9752197265625,201.65158081054688,49.44303894042969,182.796142578125,304.0788879394531,797.8854370117188,94.21504211425781,240.32565307617188,27.321590423583984,623.167724609375,147.21902465820312,98.46381378173828,67.19999694824219
2020-11-13,1817.6910400390625,57.18543243408203,40.007205963134766,51.87079620361328,152.4856414794922,118.4818115234375,411.232177734375,210.55038452148438,49.44303894042969,183.28025817871094,299.28253173828125,780.7711181640625,95.71250915527344,242.87327575683594,27.07544708251953,634.3135986328125,146.10157775878906,96.46194458007812,69.75
2020-11-14,1823.06298828125,57.58171844482422,40.904117584228516,52.26205825805664,159.78099060058594,121.15889739990234,410.10150146484375,210.4676055908203,49.84654998779297,184.24842834472656,302.6106262207031,783.7218017578125,96.46123504638672,244.47178649902344,27.518503189086914,632.3118896484375,148.010498046875,97.0206069946289,71.5
2020-11-17,1814.822998046875,56.5117301940918,40.10161209106445,52.290008544921875,152.7372283935547,120.16535186767578,413.6347961425781,214.68939208984375,50.06175231933594,185.02301025390625,304.4215087890625,789.8048706054688,96.50282287597656,292.0273742675781,27.66618537902832,645.868896484375,148.33642578125,96.41539764404297,71.1500015258789
2020-11-18,1809.314697265625,57.02690887451172,40.24323654174805,52.51359558105469,148.24778747558594,117.98503875732422,423.66943359375,213.7374267578125,50.169349670410156,185.3618621826172,317.8806457519531,821.7638549804688,97.3763427734375,344.7781677246094,27.518503189086914,674.8936157226562,161.55911254882812,101.21055603027344,72.9000015258789
2020-11-19,1796.5223388671875,57.18543243408203,39.98359680175781,52.34590530395508,148.49935913085938,117.76425170898438,416.6970520019531,210.13650512695312,49.49684143066406,187.4918975830078,311.7138977050781,836.4722900390625,98.58262634277344,331.39068603515625,27.518503189086914,725.4366455078125,154.94776916503906,101.30367279052734,70.0
2020-11-20,1729.4652099609375,56.78913879394531,40.05440902709961,54.46992874145508,148.3445587158203,118.15062713623047,417.5921325683594,214.35829162597656,49.09333038330078,192.18768310546875,311.66497802734375,845.687744140625,102.36787414550781,344.9280090332031,27.370817184448242,720.7508544921875,152.24734497070312,101.25711059570312,72.05000305175781
2020-11-23,1776.08203125,60.633201599121094,40.80971145629883,56.39830780029297,152.65982055664062,118.89581298828125,423.66943359375,215.76766967773438,50.330753326416016,199.15872192382812,316.4613037109375,855.947265625,103.15819549560547,344.32855224609375,28.158466339111328,714.1543579101562,174.5490264892578,109.5904541015625,72.94999694824219
2020-11-24,1788.2369384765625,60.316162109375,40.668094635009766,56.06294250488281,150.84083557128906,118.37140655517578,427.9094543457031,220.67926025390625,50.73426818847656,203.37037658691406,326.9839172363281,853.9044189453125,107.56736755371094,338.43408203125,28.601516723632812,740.0855712890625,192.05514526367188,107.72825622558594,72.80000305175781
2020-11-25,1773.4415283203125,64.04133605957031,40.4792594909668,57.180843353271484,147.8607635498047,117.04667663574219,424.0934753417969,219.5260772705078,52.348289489746094,198.9166717529297,330.8992919921875,844.8251953125,104.65565490722656,324.5970153808594,28.798431396484375,722.8890380859375,225.34471130371094,112.05786895751953,74.0999984741211
2020-11-26,1777.8118896484375,63.5657958984375,40.4084587097168,57.432369232177734,146.29336547851562,117.65386199951172,422.2561340332031,218.67190551757812,52.186885833740234,199.4491729736328,336.62554931640625,843.5086669921875,104.36448669433594,316.05499267578125,28.896888732910156,714.8367919921875,214.96209716796875,113.78040313720703,75.05000305175781
2020-11-27,1757.052978515625,62.2183837890625,39.9363899230957,57.37648391723633,144.35826110839844,115.55634307861328,467.7182922363281,214.61453247070312,51.729576110839844,212.5682830810547,341.47088623046875,965.9425659179688,104.32288360595703,347.57550048828125,29.044572830200195,720.1594848632812,204.30010986328125,114.99082946777344,76.6500015258789
2020-12-01,1779.9061279296875,64.63578033447266,40.526466369628906,61.87604904174805,146.7964630126953,116.79828643798828,454.5272216796875,217.1770782470703,53.77401351928711,220.60435485839844,333.5911560058594,961.8114013671875,106.94343566894531,360.6134033203125,31.456748962402344,719.2951049804688,204.1604461669922,115.17704772949219,77.75
2020-12-02,1782.8651123046875,67.25132751464844,41.73023223876953,65.22976684570312,148.8090057373047,118.50940704345703,451.6062927246094,215.5541229248047,54.87693405151367,222.2987060546875,341.2751159667969,944.47021484375,108.77366638183594,373.70111083984375,32.93359375,716.3834838867188,204.7657012939453,116.20126342773438,76.25
2020-12-03,1788.2369384765625,70.30281829833984,42.438323974609375,66.09614562988281,152.4469451904297,121.57288360595703,456.1289367675781,218.71461486816406,56.11435317993164,219.0067901611328,337.65338134765625,945.2872924804688,106.94343566894531,363.71044921875,33.22896194458008,717.7027587890625,204.85882568359375,117.78413391113281,84.8499984741211
2020-12-04,1772.485595703125,71.21428680419922,42.67435073852539,66.9625244140625,151.82774353027344,119.58576965332031,450.805419921875,223.83973693847656,57.62078857421875,214.21421813964844,340.4920349121094,942.0187377929688,108.81524658203125,358.2156066894531,32.34284973144531,715.0642700195312,201.87905883789062,121.648193359375,86.6500015258789
2020-12-07,1782.9105224609375,72.56169128417969,43.28803253173828,68.41580200195312,152.8726806640625,119.61335754394531,453.0196228027344,228.1960906982422,58.42779541015625,214.98878479003906,336.77239990234375,945.1964111328125,112.01815795898438,360.2637023925781,33.327415466308594,697.958740234375,201.87905883789062,118.99456787109375,86.8499984741211
