Date,^CNXIT,TCS.NS,INFY.NS,WIPRO.NS,HCLTECH.NS,TECHM.NS,MPHASIS.NS,COFORGE.NS,PERSISTENT.NS,LTTS.NS,OFSS.NS,SONATSOFTW.NS,ECLERX.NS,ZENSARTECH.NS,MASTEK.NS,KPITTECH.NS,SASKEN.NS
2020-09-03,18348.55078125,2131.9560546875,860.6231689453125,278.1507873535156,605.1403198242188,667.9513549804688,1096.3203125,1858.4713134765625,494.3764343261719,1513.8907470703125,2391.156494140625,109.05377197265625,503.9814453125,165.43191528320312,701.2191162109375,83.50420379638672,528.494384765625
2020-09-04,18073.94921875,2122.03564453125,845.53662109375,271.4145812988281,600.0457763671875,657.9701538085938,1058.386962890625,1819.2725830078125,477.4809265136719,1499.7850341796875,2428.057373046875,107.334228515625,487.3060607910156,161.9251708984375,685.7588500976562,82.57093048095703,515.1388549804688
2020-09-07,18176.80078125,2157.498291015625,850.964111328125,274.1188659667969,606.8955688476562,657.002685546875,1062.9205322265625,1822.4957275390625,474.93927001953125,1459.3397216796875,2415.5126953125,105.51152038574219,479.0680236816406,159.8874969482422,673.7289428710938,81.63763427734375,514.9117431640625
2020-09-08,18395.75,2177.107177734375,864.0728759765625,277.8556823730469,621.5370483398438,661.5316772460938,1051.4942626953125,1843.01953125,480.94232177734375,1439.2852783203125,2416.16455078125,109.58684539794922,471.1622314453125,158.7975616455078,701.4124755859375,80.36052703857422,506.5531921386719
2020-09-09,18261.5,2158.053955078125,853.4478759765625,278.1507873535156,618.1549682617188,662.4990234375,1057.4156494140625,1810.408935546875,475.7381286621094,1430.7933349609375,2380.8525390625,106.06177520751953,468.37188720703125,155.2434539794922,692.0878295898438,79.62371826171875,493.6066589355469
2020-09-10,18395.849609375,2161.2998046875,864.7627563476562,279.8224792480469,618.5403442382812,659.5530395507812,1062.9666748046875,1812.3048095703125,478.3764953613281,1436.934326171875,2386.513671875,108.76143646240234,472.9227600097656,162.63601684570312,702.0887451171875,83.55332946777344,500.6022644042969
2020-09-11,18633.25,2201.12060546875,869.9602661132812,288.4271240234375,617.8980102539062,672.8760375976562,1068.009033203125,1981.851806640625,489.4626770019531,1462.554443359375,2367.656494140625,107.2310562133789,486.1766662597656,164.3419647216797,772.2880249023438,87.33558654785156,509.36968994140625
2020-09-14,19505.099609375,2309.87353515625,900.0413818359375,302.09625244140625,682.5513916015625,695.388671875,1162.7037353515625,2042.6170654296875,558.715087890625,1528.236083984375,2434.125732421875,111.547119140625,512.119873046875,170.92893981933594,809.875732421875,98.04376220703125,530.4476928710938
2020-09-15,19627.30078125,2309.87353515625,903.76708984375,302.2437438964844,680.6194458007812,695.7406005859375,1230.659912109375,2033.279541015625,565.7346801757812,1553.4244384765625,2464.020751953125,111.63310241699219,510.8242492675781,180.02743530273438,810.1173706054688,97.35608673095703,528.6305541992188
2020-09-16,19770.349609375,2320.628662109375,921.521240234375,306.96392822265625,677.6572875976562,696.4879150390625,1201.1458740234375,2068.070556640625,564.8875732421875,1579.6202392578125,2435.103515625,110.0167236328125,522.2994995117188,177.5632781982422,824.5147094726562,95.63687133789062,531.4470825195312
2020-09-17,19817.69921875,2281.64208984375,930.030517578125,306.5214538574219,694.0137939453125,692.0469970703125,1252.40234375,2140.259521484375,567.2596435546875,1600.5865478515625,2441.253173828125,115.77721405029297,509.9928283691406,181.73342895507812,854.6621704101562,102.66104888916016,532.4009399414062
2020-09-18,19827.099609375,2271.397705078125,921.8892822265625,311.24169921875,695.9884643554688,707.6124267578125,1292.9261474609375,2079.588623046875,576.6514892578125,1605.38427734375,2436.162353515625,115.45050048828125,514.6825561523438,176.52072143554688,841.4242553710938,105.80474090576172,537.5797729492188
2020-09-21,19729.0,2285.675048828125,929.0186157226562,306.7181091308594,689.1197509765625,692.3108520507812,1280.8060302734375,1993.3697509765625,561.91015625,1597.6597900390625,2481.16796875,113.42144012451172,489.0715637207031,175.80992126464844,795.1884765625,102.07162475585938,580.5079345703125
2020-09-22,19866.099609375,2339.125,926.8106689453125,307.0622863769531,704.9181518554688,703.9189453125,1263.59716796875,2048.87451171875,570.3096313476562,1562.3961181640625,2488.051025390625,114.69390869140625,476.8979797363281,175.24124145507812,783.4483642578125,105.21529388427734,619.5294799804688
2020-09-23,19805.650390625,2287.668701171875,938.0797119140625,309.6191101074219,698.99365234375,697.4113159179688,1280.57470703125,2107.743408203125,593.2564697265625,1559.37353515625,2482.34912109375,114.1264419555664,461.331787109375,190.21588134765625,829.8291625976562,110.56938934326172,656.64306640625
2020-09-24,18973.05078125,2162.320068359375,897.2816772460938,299.63775634765625,676.8416137695312,661.179931640625,1170.521728515625,2004.46044921875,571.6409912109375,1534.2811279296875,2412.376708984375,109.15693664550781,458.1387023925781,195.04946899414062,810.35888671875,109.04668426513672,638.9720458984375
2020-09-25,19629.349609375,2245.808349609375,930.4444580078125,308.68487548828125,710.6708374023438,679.2076416015625,1176.581787109375,2184.48291015625,590.44873046875,1526.8446044921875,2433.922119140625,113.2322769165039,471.04400634765625,187.751708984375,832.8245239257812,109.39051818847656,643.0604248046875
2020-09-28,19783.05078125,2249.517333984375,929.478515625,306.37396240234375,717.1533203125,685.4075317382812,1249.488037109375,2259.9892578125,617.0265502929688,1574.9183349609375,2475.506591796875,110.6873550415039,474.9688415527344,184.52931213378906,860.4598388671875,109.14491271972656,650.8284301757812
2020-09-29,19831.80078125,2307.09228515625,928.1906127929688,306.3247985839844,697.8345336914062,675.5142822265625,1219.0487060546875,2209.604736328125,645.419677734375,1563.8834228515625,2507.804443359375,108.65827941894531,474.7692565917969,180.02743530273438,828.13818359375,114.1551513671875,637.83642578125
2020-09-30,19951.349609375,2310.7080078125,927.5006713867188,308.3407287597656,696.84716796875,696.2681274414062,1279.973388671875,2201.404541015625,649.3169555664062,1552.6085205078125,2502.8359375,108.03924560546875,466.3874816894531,182.34945678710938,835.1435546875,120.19693756103516,632.7941284179688
2020-10-01,20110.400390625,2339.58837890625,936.1478881835938,307.8489990234375,698.00634765625,723.309814453125,1255.4091796875,2214.296875,631.1626586914062,1522.7664794921875,2477.094970703125,106.97312927246094,463.9593811035156,182.3020782470703,827.8965454101562,122.25997161865234,634.0660400390625
2020-10-05,20809.0,2508.65234375,964.7110595703125,328.4018249511719,707.6656494140625,739.7987060546875,1241.9473876953125,2223.113525390625,642.7330322265625,1524.5418701171875,2463.369384765625,108.65827941894531,482.6521301269531,186.33006286621094,865.1945190429688,120.00045776367188,632.0671997070312
2020-10-06,20896.75,2516.533203125,971.1964721679688,324.5665588378906,711.9158325195312,745.20703125,1250.5980224609375,2278.5703125,627.8465576171875,1549.2022705078125,2471.351806640625,108.96780395507812,477.4966735839844,183.48678588867188,880.0267944335938,118.3794937133789,638.381591796875
2020-10-07,21017.400390625,2536.60546875,981.1314697265625,329.7293395996094,710.9713745117188,744.28369140625,1238.524169921875,2270.796875,610.103759765625,1535.1927490234375,2450.132568359375,109.58684539794922,477.1973571777344,182.11251831054688,843.4051513671875,114.30252838134766,625.207763671875
2020-10-08,21697.25,2619.816162109375,1006.1070556640625,353.4781494140625,729.4314575195312,756.55126953125,1308.6082763671875,2339.00390625,637.1171875,1565.946533203125,2492.24609375,111.59870910644531,479.85821533203125,182.7759552001953,855.6767578125,117.74093627929688,648.2391357421875
2020-10-09,21837.650390625,2607.9951171875,1018.158203125,367.786376953125,734.7548828125,751.1430053710938,1280.1583251953125,2338.150146484375,631.1143188476562,1564.123291015625,2503.813232421875,112.63044738769531,475.900146484375,180.50135803222656,845.6276245117188,113.95868682861328,641.6068725585938
2020-10-12,22202.099609375,2623.802734375,1041.431884765625,371.228271484375,743.3838500976562,753.5614013671875,1291.399658203125,2528.837158203125,630.4849243164062,1581.25146484375,2481.9013671875,114.93463134765625,471.9088134765625,180.50135803222656,857.416015625,111.40443420410156,630.2047119140625
2020-10-13,22492.599609375,2620.6044921875,1065.073486328125,369.70404052734375,773.0916748046875,763.4985961914062,1298.893798828125,2651.980224609375,650.79345703125,1736.7474365234375,2491.22802734375,122.77577209472656,472.8734130859375,182.49163818359375,854.4689331054688,117.20060729980469,667.9088745117188
2020-10-14,22204.05078125,2615.99560546875,1045.939208984375,344.627685546875,764.5487060546875,746.4821166992188,1319.1556396484375,2471.105224609375,662.7994384765625,1720.43505859375,2562.625732421875,122.87895965576172,479.79168701171875,182.11251831054688,854.0340576171875,114.20427703857422,692.4848022460938
2020-10-15,21567.30078125,2551.7509765625,1019.491943359375,335.9246520996094,738.4039306640625,714.4279174804688,1297.274658203125,2378.1552734375,624.627197265625,1668.5230712890625,2612.88525390625,117.15286254882812,466.35418701171875,174.95692443847656,800.213134765625,110.37290954589844,658.369384765625
2020-10-16,21538.150390625,2572.8857421875,1037.2001953125,334.0071105957031,710.1985473632812,723.5296630859375,1240.4671630859375,2443.13916015625,627.798095703125,1658.06396484375,2664.203857421875,123.1540756225586,465.822021484375,173.15618896484375,776.2012939453125,108.70283508300781,660.9132080078125
2020-10-19,21391.900390625,2524.701904296875,1035.728271484375,337.4980773925781,725.3101806640625,724.7609252929688,1204.5230712890625,2411.14501953125,608.7723388671875,1683.1563720703125,2690.351806640625,123.53237915039062,467.485107421875,175.90467834472656,773.7373657226562,112.14125061035156,655.6436767578125
2020-10-20,21694.349609375,2550.260498046875,1046.3994140625,340.9891357421875,755.2755737304688,747.361572265625,1216.365478515625,2442.00244140625,584.5183715820312,1679.0301513671875,2653.369873046875,120.17926025390625,475.99993896484375,180.9278106689453,780.259765625,110.96234893798828,660.4134521484375
2020-10-21,21577.650390625,2491.043212890625,1056.3802490234375,337.74395751953125,747.8916015625,743.8878173828125,1203.9678955078125,2380.9521484375,584.6150512695312,1628.8935546875,2633.453369140625,118.4253158569336,475.93341064453125,178.32144165039062,768.7611694335938,109.53787231445312,683.490234375
2020-10-22,21413.5,2487.08544921875,1038.626220703125,338.7273864746094,747.2014770507812,736.4569091796875,1248.9327392578125,2328.860595703125,571.0115966796875,1677.111083984375,2743.2587890625,124.13421630859375,477.33038330078125,179.88526916503906,772.626220703125,103.79081726074219,624.4808959960938
2020-10-23,21523.599609375,2501.6572265625,1043.6934814453125,336.71136474609375,735.2980346679688,745.9545288085938,1278.677978515625,2256.29248046875,567.5502319335938,1663.8214111328125,2696.949951171875,126.95428466796875,478.9601745605469,179.50616455078125,771.5633544921875,103.54521179199219,601.767578125
2020-10-26,21265.69921875,2502.961181640625,1034.3489990234375,334.15460205078125,731.287109375,720.4517211914062,1254.8541259765625,2097.07861328125,575.8043823242188,1688.2996826171875,2654.10302734375,121.95039367675781,472.3079528808594,176.28379821777344,782.1439819335938,99.46824645996094,618.2120971679688
2020-10-27,21023.400390625,2448.910888671875,1014.265380859375,328.5000915527344,730.8126831054688,728.7182006835938,1257.120849609375,2112.767822265625,572.778564453125,1690.8536376953125,2621.80517578125,119.35386657714844,467.95074462890625,180.97520446777344,772.7711181640625,97.35608673095703,617.8032836914062
2020-10-28,20810.30078125,2441.508544921875,1000.9694213867188,330.0735168457031,715.5883178710938,707.3046875,1240.7908935546875,2125.66064453125,561.91015625,1691.3839111328125,2586.4521484375,119.71498107910156,462.42938232421875,177.8002166748047,764.0264282226562,96.0789566040039,617.434326171875
2020-10-29,20876.94921875,2451.239013671875,999.3886108398438,331.8436584472656,724.6021118164062,720.7015991210938,1229.1795654296875,2086.224609375,567.0660400390625,1636.451416015625,2526.458251953125,112.42408752441406,447.1625061035156,177.18417358398438,776.6845703125,93.22997283935547,611.2564697265625
2020-10-30,20916.849609375,2481.22021484375,986.13916015625,335.0397033691406,726.240966796875,728.8115234375,1275.57861328125,2090.9169921875,560.9178466796875,1606.865234375,2560.711669921875,109.00218200683594,461.06573486328125,168.5595245361328,831.7133178710938,92.54229736328125,603.92578125
2020-11-02,20732.30078125,2425.12158203125,997.0177612304688,329.2376708984375,709.3778076171875,730.021240234375,1257.0283203125,2007.731689453125,546.5154418945312,1561.95556640625,2561.648193359375,109.58684539794922,447.09600830078125,164.91064453125,846.6904907226562,89.15302276611328,605.8621826171875
2020-11-03,20736.0,2452.123291015625,987.9522094726562,330.0735168457031,702.1752319335938,724.1515502929688,1259.2950439453125,2018.775390625,539.6409912109375,1575.8812255859375,2527.191650390625,110.22307586669922,447.8277587890625,167.89608764648438,840.1199340820312,92.4440689086914,611.8557739257812
2020-11-04,21104.55078125,2470.326416015625,1017.1477661132812,337.25225830078125,703.1240844726562,740.9537963867188,1270.21240234375,2070.15625,547.5321655273438,1666.615966796875,2508.7822265625,113.06033325195312,449.291259765625,172.54013061523438,867.3685302734375,94.55623626708984,602.2659912109375
2020-11-05,21385.650390625,2500.633056640625,1026.4921875,339.66156005859375,727.0604248046875,753.3650512695312,1261.2379150390625,2083.427734375,555.4956665039062,1635.150390625,2497.785400390625,116.77454376220703,474.90228271484375,173.91439819335938,896.3082275390625,95.63687133789062,608.3056640625
2020-11-06,21492.30078125,2520.885009765625,1034.627685546875,340.0057373046875,733.2709350585938,762.7296142578125,1235.3321533203125,2102.671875,554.5758666992188,1629.8018798828125,2505.4423828125,114.04045867919922,473.8046875,174.71998596191406,886.4039306640625,93.8194351196289,612.7777099609375
2020-11-09,21820.150390625,2538.715087890625,1056.757080078125,346.10272216796875,737.49755859375,782.0855712890625,1236.257568359375,2208.940185546875,561.7891845703125,1657.7978515625,2523.322265625,115.02061462402344,485.4128112792969,175.00428771972656,903.9016723632812,95.29303741455078,616.7889404296875
2020-11-10,20978.5,2467.02099609375,1014.4514770507812,336.6130676269531,698.4231567382812,735.9804077148438,1212.2020263671875,2108.217529296875,542.836181640625,1610.719970703125,2499.373779296875,113.02593994140625,473.3722839355469,174.9095458984375,851.2627563476562,92.78789520263672,605.5855102539062
2020-11-11,21330.5,2502.58837890625,1043.6934814453125,340.9891357421875,712.526123046875,750.49755859375,1212.109619140625,2170.5947265625,540.4882202148438,1591.734619140625,2507.397216796875,115.14098358154297,473.57183837890625,177.8002166748047,860.10888671875,95.63687133789062,603.5108032226562
2020-11-12,21363.349609375,2486.992919921875,1039.2769775390625,339.8090515136719,711.36181640625,755.6502075195312,1243.011474609375,2213.775146484375,560.143310546875,1605.7567138671875,2516.031982421875,116.84333038330078,471.4098815917969,182.87074279785156,868.2258911132812,96.3245620727539,600.5139770507812
2020-11-13,21436.849609375,2473.771240234375,1045.2740478515625,338.4323425292969,714.29443359375,751.707275390625,1216.64306640625,2184.435791015625,552.9783935546875,1647.87158203125,2513.017822265625,119.16472625732422,475.30145263671875,186.42483520507812,928.3012084960938,100.54888153076172,600.7445678710938
2020-11-17,21488.55078125,2482.337646484375,1044.80908203125,342.9067687988281,702.9946899414062,757.4423828125,1215.856689453125,2184.055908203125,565.5895385742188,1637.3184814453125,2499.65869140625,118.78641510009766,476.5653381347656,186.47222900390625,1013.359375,105.70649719238281,635.7840576171875
2020-11-18,21314.849609375,2445.65234375,1032.5823974609375,339.5632019042969,702.3909912109375,749.242919921875,1213.4049072265625,2197.47021484375,551.5259399414062,1629.416259765625,2511.347900390625,117.67301177978516,471.2435607910156,191.8271026611328,997.8059692382812,102.16986083984375,627.669677734375
2020-11-19,21114.44921875,2455.196044921875,1019.751220703125,336.9080810546875,693.98095703125,737.4142456054688,1203.458984375,2210.12548828125,548.8876953125,1609.4190673828125,2486.09619140625,118.4384765625,472.7735900878906,194.43344116210938,983.5647583007812,102.16986083984375,622.5520629882812
2020-11-20,21409.25,2476.93701171875,1025.8878173828125,340.5466003417969,706.66064453125,750.542236328125,1216.9669189453125,2232.498291015625,554.60009765625,1598.9625244140625,2472.248046875,120.1607894897461,474.90228271484375,197.84536743164062,969.8582153320312,102.36631774902344,614.8064575195312
2020-11-23,22007.05078125,2536.527099609375,1059.8253173828125,349.9379577636719,723.8689575195312,775.8128051757812,1216.920654296875,2298.525146484375,559.7074584960938,1627.151611328125,2465.242919921875,117.82959747314453,476.6318664550781,212.77264404296875,971.2191772460938,103.9873046875,616.1896362304688
2020-11-24,22064.30078125,2534.478759765625,1060.0111083984375,349.5937805175781,724.990234375,786.4765625,1235.0546875,2325.44775390625,587.3019409179688,1630.8135986328125,2457.9521484375,122.14403533935547,476.7981872558594,219.69131469726562,968.5458984375,103.69257354736328,620.3389892578125
2020-11-25,21705.900390625,2515.157958984375,1037.3243408203125,344.1851501464844,711.36181640625,772.6763305664062,1226.49658203125,2298.335205078125,583.9373779296875,1633.560302734375,2458.8076171875,118.6994400024414,476.0997314453125,206.6595916748047,949.7844848632812,100.10679626464844,612.8701171875
2020-11-26,21859.900390625,2533.12841796875,1035.04638671875,348.95452880859375,726.3273315429688,768.0166015625,1226.1265869140625,2323.788818359375,580.7664184570312,1644.93212890625,2455.875,118.35150909423828,475.10186767578125,201.73121643066406,943.7574462890625,99.91032409667969,612.6395263671875
2020-11-27,21764.900390625,2495.00048828125,1022.77294921875,344.67681884765625,709.118896484375,785.7595825195312,1217.290771484375,2275.7734375,577.7166137695312,1660.6890869140625,2476.443115234375,118.80381774902344,482.053466796875,215.80543518066406,937.2445068359375,105.01881408691406,604.2945556640625
2020-12-01,22170.900390625,2538.9013671875,1057.9656982421875,346.9877624511719,719.4698486328125,813.04638671875,1212.6185302734375,2327.67578125,584.6392822265625,1706.08056640625,2458.400390625,120.05641174316406,484.8806457519531,215.71070861816406,923.9754028320312,106.98362731933594,616.5122680664062
2020-12-02,22319.0,2560.083251953125,1060.8016357421875,352.937255859375,727.2760620117188,814.3009643554688,1236.211181640625,2316.157958984375,586.3095703125,1720.391845703125,2457.1376953125,119.7780532836914,478.9934387207031,210.40322875976562,963.4910888671875,106.59066772460938,623.6124267578125
2020-12-03,22202.19921875,2522.746826171875,1047.365966796875,354.3139953613281,743.7080078125,820.0809326171875,1252.0784912109375,2355.356689453125,596.8632202148438,1708.3934326171875,2486.13671875,120.17816925048828,525.3927001953125,205.28533935546875,962.7620849609375,105.51002502441406,639.0114135742188
2020-12-04,22309.80078125,2539.599365234375,1054.9903564453125,354.8056945800781,740.5165405273438,827.2050170898438,1235.0546875,2320.802490234375,590.1824951171875,1736.919677734375,2478.194580078125,119.63887786865234,522.1996459960938,207.41778564453125,952.7493896484375,106.19769287109375,648.1863403320312
2020-12-07,22440.900390625,2549.050048828125,1063.21923828125,352.4947814941406,737.7565307617188,846.2026977539062,1222.8419189453125,2327.9599609375,590.5214233398438,1772.3365478515625,2485.363037109375,120.73487854003906,524.062255859375,207.3704071044922,983.6620483398438,111.9938735961914,648.232421875
2020-12-08,22617.400390625,2604.543212890625,1072.3775634765625,357.6575622558594,745.088134765625,835.4493408203125,1215.856689453125,2348.57861328125,581.3231811523438,1744.3402099609375,2539.899169921875,120.07381439208984,515.2147827148438,219.31219482421875,988.6196899414062,108.6537094116211,637.8126831054688
2020-12-09,22803.44921875,2617.11328125,1092.693359375,353.5273132324219,750.9105224609375,832.940185546875,1217.5220947265625,2377.16015625,583.4291381835938,1773.3966064453125,2573.33740234375,123.10086822509766,543.7196655273438,246.8446807861328,1040.1407470703125,110.56938934326172,648.1863403320312
2020-12-10,22755.75,2592.438720703125,1085.766357421875,349.98712158203125,747.6328125,830.96875,1209.1026611328125,2352.370361328125,598.5092163085938,1781.636474609375,2552.3212890625,121.98748016357422,533.6082153320312,240.2577362060547,1049.56982421875,105.80474090576172,645.558349609375
2020-12-11,22664.0,2591.786865234375,1081.535888671875,347.6269836425781,743.7511596679688,823.8894653320312,1217.6146240234375,2368.05908203125,636.1732788085938,1779.22705078125,2551.1806640625,123.50099182128906,538.0984497070312,241.34768676757812,1033.5791015625,106.39419555664062,686.3609619140625
2020-12-14,22746.69921875,2604.91552734375,1082.7911376953125,343.54595947265625,753.0238647460938,814.9283447265625,1227.6990966796875,2372.941650390625,621.5772094726562,1751.66455078125,2552.443603515625,122.24842071533203,541.82373046875,232.0596160888672,1008.59619140625,109.04668426513672,703.0969848632812
2020-12-15,22715.099609375,2571.25634765625,1073.5396728515625,346.84033203125,764.2372436523438,830.74462890625,1225.7100830078125,2408.39599609375,631.9614868164062,1764.0966796875,2552.56591796875,123.11827850341797,543.7196655273438,227.98423767089844,1058.9022216796875,108.16250610351562,685.0700073242188
2020-12-16,22906.25,2620.278564453125,1083.8603515625,352.445556640625,763.4179077148438,825.8160400390625,1256.84326171875,2402.28125,632.0582275390625,1775.565185546875,2535.093017578125,123.03128814697266,542.6219482421875,226.27825927734375,1062.9849853515625,112.04301452636719,684.6550903320312
2020-12-17,22892.25,2642.624755859375,1077.8167724609375,350.9704895019531,758.5010375976562,833.4778442382812,1239.5418701171875,2379.956787109375,631.6224975585938,1891.260009765625,2553.1767578125,127.48490142822266,535.803466796875,224.80921936035156,1064.7344970703125,109.48875427246094,681.796630859375
2020-12-18,23256.599609375,2663.853759765625,1106.2684326171875,357.510009765625,768.2481689453125,836.79345703125,1270.21240234375,2423.80126953125,632.4696655273438,2123.71044921875,2580.261474609375,128.00680541992188,531.1136474609375,225.75697326660156,1041.4044189453125,117.54444885253906,680.3673706054688
2020-12-21,22844.599609375,2625.818359375,1094.6461181640625,348.0694885253906,750.8244018554688,812.6431274414062,1286.81982421875,2265.677490234375,634.091552734375,2078.752197265625,2526.906494140625,121.63954162597656,490.0028381347656,211.20883178710938,962.71337890625,105.01881408691406,645.3276977539062
2020-12-22,23611.599609375,2674.5615234375,1134.813232421875,358.14923095703125,788.2167358398438,846.5164184570312,1316.010009765625,2429.915771484375,666.67236328125,2166.69287109375,2535.62255859375,127.18915557861328,511.8554382324219,216.84800720214844,1022.0596313476562,118.42861938476562,651.7823486328125
2020-12-23,24167.75,2708.313232421875,1165.077880859375,379.14447021484375,795.8073120117188,849.6527709960938,1457.7974853515625,2495.279052734375,704.1185302734375,2235.0205078125,2561.118896484375,131.20787048339844,577.7456665039062,223.4823455810547,1081.4544677734375,120.14781188964844,672.529541015625
2020-12-24,24009.25,2708.872314453125,1149.2716064453125,375.85015869140625,793.00390625,848.8462524414062,1438.27587890625,2514.570068359375,701.6979370117188,2263.449951171875,2622.945556640625,135.47010803222656,584.0985717773438,223.90882873535156,1066.63037109375,117.10236358642578,670.2243041992188
2020-12-28,24100.30078125,2727.5400390625,1153.2230224609375,376.5385437011719,795.117431640625,848.7117919921875,1443.8270263671875,2550.92529296875,713.0261840820312,2302.336669921875,2591.90966796875,138.30581665039062,594.50927734375,226.0886993408203,1126.5599365234375,127.85965728759766,748.4640502929688
