Date,LT.NS,ADANIPORTS.NS,POWERGRID.NS,NTPC.NS,GAIL.NS,NHPC.NS,IRB.NS,DBL.NS,KNRCON.NS,ASHOKA.NS,SADBHAV.NS,PNCINFRA.NS,NCC.NS,RELINFRA.NS,GAYAPROJ.NS,HGINFRA.NS,JKIL.NS,MEP.NS,RPPINFRA.NS,MONTECARLO.NS
2020-09-01,897.5708618164062,340.2334899902344,79.30778503417969,79.4529037475586,53.883026123046875,17.83625030517578,11.836692810058594,366.3876037597656,124.6749267578125,68.69999694824219,50.95000076293945,171.5151824951172,31.279783248901367,27.700000762939453,15.949999809265137,200.8081512451172,108.24722290039062,17.399999618530273,42.85750961303711,153.9403076171875
2020-09-02,897.8995971679688,351.0608825683594,81.48429870605469,78.77617645263672,54.38608932495117,17.549890518188477,11.80713939666748,373.5492248535156,125.37296295166016,70.3499984741211,50.099998474121094,169.77316284179688,32.06873321533203,28.450000762939453,15.800000190734863,198.8189697265625,110.46717834472656,17.649999618530273,42.66887664794922,157.492431640625
2020-09-03,903.1618041992188,357.0110778808594,80.2701187133789,77.78103637695312,54.833248138427734,17.631710052490234,11.841619491577148,369.2224426269531,122.97967529296875,70.69999694824219,49.349998474121094,166.68727111816406,32.347190856933594,27.950000762939453,15.800000190734863,198.6200408935547,111.28759765625,17.700000762939453,41.7257080078125,160.77816772460938
2020-09-04,885.6370239257812,344.3303527832031,78.71868133544922,75.3926773071289,54.805301666259766,17.50897979736328,12.294793128967285,363.30413818359375,122.23178100585938,69.25,51.79999923706055,161.75982666015625,31.419010162353516,27.549999237060547,16.200000762939453,194.49252319335938,107.7646255493164,17.700000762939453,41.57480239868164,157.0484161376953
2020-09-07,875.9114990234375,343.4036560058594,79.2133560180664,73.56159973144531,53.51970291137695,17.46807289123535,12.452418327331543,368.7251281738281,121.18473052978516,68.1500015258789,54.349998474121094,161.21231079101562,31.559062957763672,26.899999618530273,16.950000762939453,198.42112731933594,108.15071105957031,17.299999237060547,40.82026672363281,153.54067993164062
2020-09-08,861.3935546875,337.11212158203125,78.65122985839844,72.16838073730469,52.84895706176758,17.222618103027344,11.90073013305664,359.1264953613281,126.94355010986328,71.25,56.79999923706055,154.14466857910156,30.25188446044922,27.450000762939453,17.75,197.128173828125,105.54466247558594,17.25,40.10346221923828,149.63336181640625
2020-09-09,854.6279296875,335.40509033203125,78.80860900878906,71.9693603515625,50.89262771606445,16.936256408691406,12.06328010559082,347.2401428222656,125.74691772460938,68.75,54.0,151.30764770507812,28.711278915405273,26.850000381469727,16.899999618530273,192.75196838378906,102.02167510986328,17.299999237060547,39.16029357910156,146.9248504638672
2020-09-10,865.38720703125,333.2103576660156,79.86540222167969,72.08878326416016,50.75288772583008,16.81353187561035,11.945061683654785,370.8139343261719,127.9906234741211,69.19999694824219,53.75,154.34376525878906,29.13144302368164,27.0,16.950000762939453,194.29359436035156,105.49639892578125,16.450000762939453,39.99028015136719,149.63336181640625
2020-09-11,862.0513916015625,334.0882263183594,78.7636489868164,71.73051452636719,50.72494888305664,16.81353187561035,11.80713939666748,366.0394592285156,124.62506103515625,69.0,53.79999923706055,156.78260803222656,29.41155433654785,26.799999237060547,17.25,191.11087036132812,104.8690185546875,15.949999809265137,39.763919830322266,149.01173400878906
2020-09-14,847.6743774414062,343.01348876953125,77.12227630615234,72.32760620117188,51.395687103271484,16.936256408691406,12.127314567565918,376.78192138671875,132.3782958984375,70.44999694824219,53.29999923706055,164.59683227539062,30.99884605407715,26.850000381469727,17.049999237060547,197.07843017578125,109.01937103271484,15.949999809265137,41.53707504272461,155.13916015625
2020-09-15,855.0508422851562,343.98895263671875,77.93171691894531,72.52664184570312,51.479530334472656,16.9771671295166,11.905654907226562,375.7375183105469,131.2315216064453,71.75,55.95000076293945,170.12155151367188,31.79248809814453,27.200000762939453,17.899999618530273,198.6200408935547,109.01937103271484,16.25,44.40430450439453,162.0657958984375
2020-09-16,866.1858520507812,344.8668212890625,77.32463073730469,73.5105972290039,51.33979034423828,17.099891662597656,11.925357818603516,377.0306091308594,132.17884826660156,70.75,58.25,170.66905212402344,31.372325897216797,26.75,18.350000381469727,198.52061462402344,109.11590576171875,16.600000381469727,43.08386993408203,159.71250915527344
2020-09-17,851.6209716796875,337.5998229980469,75.6832504272461,72.69062042236328,50.72494888305664,17.15805435180664,11.79236125946045,372.9026794433594,131.97943115234375,70.19999694824219,57.5,170.46995544433594,31.278953552246094,26.5,18.75,206.5270538330078,107.3785400390625,15.850000381469727,42.14070129394531,159.44610595703125
2020-09-18,846.35888671875,349.0612487792969,77.3021469116211,74.24859619140625,51.479530334472656,17.615047454833984,11.437704086303711,356.84564208984375,134.59707641601562,71.9000015258789,55.349998474121094,168.62838745117188,30.578678131103516,25.649999618530273,18.450000762939453,203.8416748046875,106.46160888671875,15.949999809265137,42.404788970947266,165.74905395507812
2020-09-21,828.6461791992188,339.30682373046875,76.6725845336914,72.40364837646484,49.29961395263672,16.99187660217285,11.334261894226074,353.75390625,127.5169448852539,67.94999694824219,52.650001525878906,159.17164611816406,29.364870071411133,24.399999618530273,17.549999237060547,194.79087829589844,104.89958190917969,15.199999809265137,38.89620590209961,158.48695373535156
2020-09-22,804.8255615234375,324.1387634277344,75.90811157226562,71.91165924072266,47.03585433959961,16.701059341430664,10.684057235717773,347.8197937011719,123.25390625,65.44999694824219,51.150001525878906,161.85935974121094,28.75796127319336,23.200000762939453,16.700000762939453,187.87847900390625,99.0419921875,14.449999809265137,40.63163375854492,154.10231018066406
2020-09-23,808.67822265625,316.6278381347656,73.70460510253906,69.77973937988281,47.9022331237793,16.701059341430664,10.812127113342285,346.42352294921875,125.44776153564453,65.44999694824219,50.0,158.87303161621094,28.711278915405273,22.450000762939453,17.049999237060547,188.97251892089844,102.11722564697266,13.75,39.537559509277344,151.2248992919922
2020-09-24,799.3754272460938,306.0443420410156,71.65852355957031,67.77079010009766,46.393062591552734,16.617971420288086,10.06833267211914,330.9648742675781,123.50320434570312,64.94999694824219,47.5,155.18988037109375,27.870948791503906,21.799999237060547,17.350000381469727,182.0601043701172,97.38233947753906,13.100000381469727,37.8021354675293,149.16958618164062
2020-09-25,835.5996704101562,318.1398010253906,72.2880859375,69.53373718261719,47.62276077270508,16.825693130493164,10.684057235717773,339.3424377441406,124.30097961425781,65.5999984741211,49.29999923706055,155.09033203125,31.652433395385742,22.850000381469727,17.450000762939453,186.3368682861328,101.53146362304688,13.100000381469727,37.23623275756836,152.36672973632812
2020-09-28,848.3790893554688,331.210693359375,75.61579895019531,71.74766540527344,49.29961395263672,16.99187660217285,11.225894927978516,344.07977294921875,124.94915008544922,65.94999694824219,49.70000076293945,157.67849731445312,33.14635467529297,23.25,17.299999237060547,186.13792419433594,102.75180053710938,13.300000190734863,39.12256622314453,154.97010803222656
2020-09-29,841.425537109375,332.6250305175781,73.4347915649414,69.82072448730469,48.90835189819336,16.95033073425293,11.023937225341797,338.8437805175781,125.87156677246094,64.69999694824219,49.599998474121094,154.79171752929688,33.099666595458984,22.950000762939453,17.700000762939453,189.02224731445312,102.6541748046875,13.25,38.33030700683594,157.80186462402344
2020-09-30,847.20458984375,333.35662841796875,73.05255126953125,69.77973937988281,48.5170783996582,16.784151077270508,11.142156600952148,334.6549987792969,127.76624298095703,64.44999694824219,48.20000076293945,155.48849487304688,33.239723205566406,22.5,17.549999237060547,187.72927856445312,103.09349060058594,12.649999618530273,37.764408111572266,157.0710906982422
2020-10-01,848.3322143554688,344.62298583984375,74.01940155029297,69.61573028564453,49.411407470703125,16.825693130493164,11.038714408874512,333.1091003417969,127.81610107421875,65.55000305175781,50.599998474121094,157.47940063476562,33.099666595458984,21.549999237060547,18.399999618530273,185.9390106201172,104.94839477539062,13.25,38.292579650878906,160.86199951171875
2020-10-05,842.8351440429688,341.7454528808594,73.23242950439453,69.24673461914062,48.62887191772461,16.99187660217285,11.014086723327637,339.24273681640625,126.14579772949219,65.6500015258789,53.099998474121094,160.61505126953125,32.446083068847656,20.799999237060547,19.299999237060547,186.38656616210938,107.38905334472656,13.800000190734863,37.764408111572266,164.65289306640625
2020-10-06,838.74755859375,353.9872131347656,73.38982391357422,69.00076293945312,49.048091888427734,16.825693130493164,11.132304191589355,350.6123046875,127.9906234741211,65.69999694824219,55.75,164.3479766845703,31.8858585357666,21.799999237060547,20.25,182.8557891845703,108.65819549560547,14.0,38.36803436279297,170.72744750976562
2020-10-07,834.3311767578125,351.79248046875,71.77094268798828,67.89380645751953,48.46118927001953,16.784151077270508,11.073195457458496,349.6648254394531,126.24551391601562,64.94999694824219,53.0,162.75526428222656,31.979225158691406,22.850000381469727,19.25,182.90550231933594,107.77955627441406,13.75,45.045654296875,168.62648010253906
2020-10-08,827.8944091796875,350.9145812988281,71.18633270263672,67.72979736328125,47.03585433959961,16.659515380859375,10.98453140258789,345.675537109375,127.5169448852539,63.79999923706055,51.79999923706055,163.2032012939453,31.932546615600586,22.350000381469727,18.450000762939453,183.55198669433594,105.68059539794922,13.899999618530273,45.30974197387695,169.08322143554688
2020-10-09,853.6412963867188,348.42718505859375,71.05142211914062,67.97579956054688,47.9022331237793,17.03342056274414,11.05349349975586,341.13763427734375,127.76624298095703,63.349998474121094,51.400001525878906,160.01780700683594,31.51237678527832,21.799999237060547,17.899999618530273,182.0601043701172,105.97346496582031,13.899999618530273,43.46113586425781,170.63612365722656
2020-10-12,851.104248046875,348.86614990234375,71.86087036132812,67.85279083251953,46.86817932128906,16.742605209350586,10.757944107055664,334.9541931152344,127.66651916503906,62.849998474121094,50.900001525878906,164.84568786621094,30.858787536621094,21.049999237060547,17.850000381469727,182.50767517089844,104.70433044433594,13.850000381469727,42.744327545166016,173.46786499023438
2020-10-13,842.3653564453125,341.30645751953125,72.1531753540039,67.77079010009766,46.47690200805664,16.701059341430664,10.920495986938477,335.10382080078125,128.2648468017578,61.650001525878906,49.70000076293945,165.194091796875,30.345252990722656,21.850000381469727,19.5,184.1487274169922,103.92330932617188,13.699999809265137,41.31071472167969,176.39097595214844
2020-10-14,859.9840698242188,340.37982177734375,70.62422943115234,64.8598861694336,46.197425842285156,16.493335723876953,10.797350883483887,333.8571472167969,123.97688293457031,61.650001525878906,49.599998474121094,164.3479766845703,29.598295211791992,22.350000381469727,21.450000762939453,179.07632446289062,103.23992919921875,13.550000190734863,39.87710189819336,170.91017150878906
2020-10-15,835.1767578125,334.3808288574219,70.03961944580078,64.77790069580078,46.001800537109375,16.410245895385742,10.482098579406738,326.37713623046875,122.20685577392578,61.95000076293945,48.79999923706055,164.99502563476562,28.99138641357422,21.600000381469727,22.100000381469727,176.78875732421875,103.97212982177734,14.75,38.93393325805664,163.8307647705078
2020-10-16,840.1570434570312,341.3552551269531,71.4786376953125,65.8438491821289,46.95201110839844,16.493335723876953,10.63479995727539,324.1829833984375,122.28164672851562,62.099998474121094,49.70000076293945,164.1488800048828,30.485309600830078,21.200000762939453,22.600000381469727,175.49578857421875,105.38771057128906,15.149999618530273,38.74530029296875,165.2923126220703
2020-10-19,848.4261474609375,339.0141906738281,71.83839416503906,66.9508285522461,48.880401611328125,16.617971420288086,10.831830024719238,327.025390625,119.5892105102539,61.95000076293945,48.45000076293945,163.30276489257812,30.952157974243164,20.950000762939453,21.75,177.23634338378906,104.94839477539062,14.699999809265137,39.424381256103516,166.0687713623047
2020-10-20,861.9573364257812,340.37982177734375,70.6916732788086,66.13085174560547,47.9022331237793,16.825693130493164,10.920495986938477,324.1829833984375,122.60572814941406,61.79999923706055,48.95000076293945,167.9315643310547,30.90546989440918,20.899999618530273,20.75,178.2309112548828,104.85076141357422,14.199999809265137,39.12256622314453,167.16493225097656
2020-10-21,868.676025390625,346.6226806640625,73.63716125488281,67.48381042480469,48.992191314697266,16.742605209350586,10.945124626159668,334.5054016113281,128.73851013183594,62.349998474121094,48.5,169.12611389160156,31.51237678527832,20.950000762939453,20.950000762939453,179.7725372314453,103.14230346679688,13.850000381469727,39.198020935058594,166.11444091796875
2020-10-22,879.8110961914062,349.5489807128906,74.2442398071289,69.4107437133789,49.5511474609375,16.742605209350586,11.521443367004395,337.2979431152344,124.82450103759766,63.25,48.349998474121094,169.6238250732422,30.99884605407715,21.950000762939453,21.25,186.18765258789062,103.97212982177734,14.0,39.83937454223633,166.1601104736328
2020-10-23,884.4624633789062,355.4015808105469,76.51519012451172,70.72269439697266,48.796566009521484,16.659515380859375,11.44262981414795,335.8517761230469,124.15139770507812,63.45000076293945,51.349998474121094,171.06723022460938,33.14635467529297,23.0,20.799999237060547,187.53036499023438,104.60669708251953,14.0,39.198020935058594,168.1697540283203
2020-10-26,894.3289184570312,354.7675476074219,77.36961364746094,70.47671508789062,47.79043960571289,16.659515380859375,11.186487197875977,327.3246154785156,122.23178100585938,63.400001525878906,49.400001525878906,168.03111267089844,32.91292953491211,21.850000381469727,19.899999618530273,181.81146240234375,103.5328140258789,13.899999618530273,38.55666732788086,166.0687713623047
2020-10-27,922.7068481445312,355.4503479003906,78.02165222167969,73.34661102294922,47.06380081176758,16.784151077270508,11.467259407043457,331.5133972167969,124.22618103027344,62.650001525878906,49.150001525878906,171.16676330566406,32.58613204956055,20.850000381469727,18.950000762939453,182.1595458984375,102.21485137939453,13.949999809265137,38.33030700683594,165.33798217773438
2020-10-28,923.5526123046875,344.96441650390625,77.72936248779297,72.23965454101562,46.44895935058594,16.659515380859375,11.319485664367676,326.87579345703125,122.65559387207031,62.0,48.5,167.1849822998047,31.932546615600586,20.100000381469727,18.149999618530273,182.259033203125,101.1409683227539,13.75,36.82123947143555,165.52069091796875
